productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extCardType
87711,Nidoqueen,Nidoqueen,https://tcgplayer-cdn.tcgplayer.com/product/87711_200w.jpg,3,1382,https://cpt.tcgcsv.com/f6K,2023-01-10T16:01:26.053,1,42/116,Rare,130,Stage 2,[1P] Poison Horn (50) The Defending Pokemon is now Poisoned.,[2P] Double Stomp (60+) Flip 2 coins.  This attack does 30 more damage for each heads.,Px2,,3,0.5,0.75,2.25,0.81,,Normal,,
87711,Nidoqueen,Nidoqueen,https://tcgplayer-cdn.tcgplayer.com/product/87711_200w.jpg,3,1382,https://cpt.tcgcsv.com/f6K,2023-01-10T16:01:26.053,1,42/116,Rare,130,Stage 2,[1P] Poison Horn (50) The Defending Pokemon is now Poisoned.,[2P] Double Stomp (60+) Flip 2 coins.  This attack does 30 more damage for each heads.,Px2,,3,1.5,2.0,15.0,2.25,,Reverse Holofoil,,
87721,Nidoran F,Nidoran F,https://tcgplayer-cdn.tcgplayer.com/product/87721_200w.jpg,3,1382,https://cpt.tcgcsv.com/r6K,2023-01-10T16:00:13.303,1,40/116,Common,60,Basic,"[1P] Poison Sting (20) Flip a coin.  If heads, the Defending Pokemon is now Poisoned.",,Px2,,1,0.19,0.35,1.49,0.39,0.5,Normal,,
87721,Nidoran F,Nidoran F,https://tcgplayer-cdn.tcgplayer.com/product/87721_200w.jpg,3,1382,https://cpt.tcgcsv.com/r6K,2023-01-10T16:00:13.303,1,40/116,Common,60,Basic,"[1P] Poison Sting (20) Flip a coin.  If heads, the Defending Pokemon is now Poisoned.",,Px2,,1,0.55,1.0,10.0,2.04,0.55,Reverse Holofoil,,
87730,Nidoran M,Nidoran M,https://tcgplayer-cdn.tcgplayer.com/product/87730_200w.jpg,3,1382,https://cpt.tcgcsv.com/D6K,2023-01-10T16:01:35.513,1,43/116,Common,60,Basic,"[P] Hit Back (30) If this Pokemon has no damage counters on it, this attack does nothing.",,Px2,,1,0.1,0.25,1.25,0.23,,Normal,,
87730,Nidoran M,Nidoran M,https://tcgplayer-cdn.tcgplayer.com/product/87730_200w.jpg,3,1382,https://cpt.tcgcsv.com/D6K,2023-01-10T16:01:35.513,1,43/116,Common,60,Basic,"[P] Hit Back (30) If this Pokemon has no damage counters on it, this attack does nothing.",,Px2,,1,0.25,0.77,10.0,1.39,0.54,Reverse Holofoil,,
87739,Nidorina,Nidorina,https://tcgplayer-cdn.tcgplayer.com/product/87739_200w.jpg,3,1382,https://cpt.tcgcsv.com/P6K,2023-01-10T16:01:17.027,1,41/116,Uncommon,90,Stage 1,[1P] Poison Sting (20) The Defending Pokemon is now Poisoned.,[2P] Double Kick (40x) Flip 2 coins.  This attack does 40 damage times the number of heads.,Px2,,3,0.23,0.38,1.32,0.41,0.38,Normal,,
87739,Nidorina,Nidorina,https://tcgplayer-cdn.tcgplayer.com/product/87739_200w.jpg,3,1382,https://cpt.tcgcsv.com/P6K,2023-01-10T16:01:17.027,1,41/116,Uncommon,90,Stage 1,[1P] Poison Sting (20) The Defending Pokemon is now Poisoned.,[2P] Double Kick (40x) Flip 2 coins.  This attack does 40 damage times the number of heads.,Px2,,3,0.7,0.94,10.0,0.88,,Reverse Holofoil,,
87748,Nidorino,Nidorino,https://tcgplayer-cdn.tcgplayer.com/product/87748_200w.jpg,3,1382,https://cpt.tcgcsv.com/-6K,2025-02-05T21:12:08.433,1,44/116,Uncommon,90,Stage 1,[1P] Double Kick 30x) Flip 2 coins.  This attack does 30 damage times the number of heads.,[3] Horn Attack (50),Px2,,3,0.19,0.34,1.0,0.28,,Normal,,
87748,Nidorino,Nidorino,https://tcgplayer-cdn.tcgplayer.com/product/87748_200w.jpg,3,1382,https://cpt.tcgcsv.com/-6K,2025-02-05T21:12:08.433,1,44/116,Uncommon,90,Stage 1,[1P] Double Kick 30x) Flip 2 coins.  This attack does 30 damage times the number of heads.,[3] Horn Attack (50),Px2,,3,0.6,0.84,10.0,0.75,,Reverse Holofoil,,
87796,Noctowl,Noctowl,https://tcgplayer-cdn.tcgplayer.com/product/87796_200w.jpg,3,1382,https://cpt.tcgcsv.com/X7K,2023-01-10T16:13:02.913,1,92/116,Uncommon,90,Stage 1,[2] Powerful Vision (10x) Does 10 damage times the number of cards in your opponent's hand.,"[3] Fly (50) Flip a coin.  If tails, this attack does nothing.  If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",Lx2,F-20,1,0.1,0.29,1.0,0.29,,Normal,,
87796,Noctowl,Noctowl,https://tcgplayer-cdn.tcgplayer.com/product/87796_200w.jpg,3,1382,https://cpt.tcgcsv.com/X7K,2023-01-10T16:13:02.913,1,92/116,Uncommon,90,Stage 1,[2] Powerful Vision (10x) Does 10 damage times the number of cards in your opponent's hand.,"[3] Fly (50) Flip a coin.  If tails, this attack does nothing.  If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.",Lx2,F-20,1,0.46,0.58,4.0,0.52,,Reverse Holofoil,,
87886,Onix,Onix,https://tcgplayer-cdn.tcgplayer.com/product/87886_200w.jpg,3,1382,https://cpt.tcgcsv.com/L9K,2023-01-10T16:06:27.173,1,61/116,Uncommon,100,Basic,[3] Tackle (30),[3F] Swing Around (60x) Flip 2 coins.  This attack does 60 damage times the number of heads.,Gx2,,3,0.22,0.46,1.49,0.46,0.75,Normal,,
87886,Onix,Onix,https://tcgplayer-cdn.tcgplayer.com/product/87886_200w.jpg,3,1382,https://cpt.tcgcsv.com/L9K,2023-01-10T16:06:27.173,1,61/116,Uncommon,100,Basic,[3] Tackle (30),[3F] Swing Around (60x) Flip 2 coins.  This attack does 60 damage times the number of heads.,Gx2,,3,0.68,1.22,8.49,1.34,,Reverse Holofoil,,
87905,Pachirisu,Pachirisu,https://tcgplayer-cdn.tcgplayer.com/product/87905_200w.jpg,3,1382,https://cpt.tcgcsv.com/7bK,2025-02-05T21:12:08.51,1,37/116,Common,70,Basic,"[1] Minor Errand-Running - Search your deck for 2 basic Energy cards, reveal them, and put them into your hand.  Shuffle your deck afterward.","[L] Electric Tail (10) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",Fx2,,1,0.13,0.28,1.54,0.27,,Normal,,
87905,Pachirisu,Pachirisu,https://tcgplayer-cdn.tcgplayer.com/product/87905_200w.jpg,3,1382,https://cpt.tcgcsv.com/7bK,2025-02-05T21:12:08.51,1,37/116,Common,70,Basic,"[1] Minor Errand-Running - Search your deck for 2 basic Energy cards, reveal them, and put them into your hand.  Shuffle your deck afterward.","[L] Electric Tail (10) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",Fx2,,1,0.54,0.75,4.99,1.18,,Reverse Holofoil,,
87925,Palpitoad,Palpitoad,https://tcgplayer-cdn.tcgplayer.com/product/87925_200w.jpg,3,1382,https://cpt.tcgcsv.com/wbK,2023-01-10T15:57:46.457,1,25/116,Uncommon,90,Stage 1,[2] Vibration (20),"[2W] Suspicious Soundwave (30) Flip a coin.  If heads, the Defending Pokemon is now Confused.",Gx2,,2,0.1,0.25,1.51,0.23,0.25,Normal,,
87925,Palpitoad,Palpitoad,https://tcgplayer-cdn.tcgplayer.com/product/87925_200w.jpg,3,1382,https://cpt.tcgcsv.com/wbK,2023-01-10T15:57:46.457,1,25/116,Uncommon,90,Stage 1,[2] Vibration (20),"[2W] Suspicious Soundwave (30) Flip a coin.  If heads, the Defending Pokemon is now Confused.",Gx2,,2,0.25,0.49,2.0,0.41,0.46,Reverse Holofoil,,
87970,Pawniard (71),Pawniard 71,https://tcgplayer-cdn.tcgplayer.com/product/87970_200w.jpg,3,1382,https://cpt.tcgcsv.com/qcK,2023-01-10T16:09:32.777,1,71/116,Common,60,Basic,[D] Slash (10),,Fx2,P-20,1,0.09,0.25,1.0,0.23,,Normal,,
87970,Pawniard (71),Pawniard 71,https://tcgplayer-cdn.tcgplayer.com/product/87970_200w.jpg,3,1382,https://cpt.tcgcsv.com/qcK,2023-01-10T16:09:32.777,1,71/116,Common,60,Basic,[D] Slash (10),,Fx2,P-20,1,0.1,0.42,2.0,0.36,0.3,Reverse Holofoil,,
87971,Pawniard (72),Pawniard 72,https://tcgplayer-cdn.tcgplayer.com/product/87971_200w.jpg,3,1382,https://cpt.tcgcsv.com/rcK,2023-01-10T16:09:40.863,1,72/116,Common,50,Basic,[1D] Cut (30),,Fx2,P-20,1,0.05,0.25,1.0,0.18,0.18,Normal,,
87971,Pawniard (72),Pawniard 72,https://tcgplayer-cdn.tcgplayer.com/product/87971_200w.jpg,3,1382,https://cpt.tcgcsv.com/rcK,2023-01-10T16:09:40.863,1,72/116,Common,50,Basic,[1D] Cut (30),,Fx2,P-20,1,0.25,0.39,2.0,0.26,0.27,Reverse Holofoil,,
88156,Plasma Energy (Team Plasma),Plasma Energy Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88156_200w.jpg,3,1382,https://cpt.tcgcsv.com/8hK,2025-02-05T21:12:08.59,1,106/116,Uncommon,0,Special Energy,This card provides 1 Energy.,,,,,0.19,0.35,1.59,0.35,,Normal,,Energy
88156,Plasma Energy (Team Plasma),Plasma Energy Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88156_200w.jpg,3,1382,https://cpt.tcgcsv.com/8hK,2025-02-05T21:12:08.59,1,106/116,Uncommon,0,Special Energy,This card provides 1 Energy.,,,,,0.83,1.75,7.18,2.3,,Reverse Holofoil,,Energy
88366,Primeape,Primeape,https://tcgplayer-cdn.tcgplayer.com/product/88366_200w.jpg,3,1382,https://cpt.tcgcsv.com/lmK,2023-01-10T16:03:58.03,1,60/116,Common,90,Stage 1,[2] Fury Swipes (30x) Flip 3 coins.  This attack does 30 damage times the number of heads.,[FF] Karate Chop (80-) Does 80 damage minus 10 damage for each damage counter on this Pokemon.,Px2,,1,0.15,0.35,3.38,0.5,,Normal,,
88366,Primeape,Primeape,https://tcgplayer-cdn.tcgplayer.com/product/88366_200w.jpg,3,1382,https://cpt.tcgcsv.com/lmK,2023-01-10T16:03:58.03,1,60/116,Common,90,Stage 1,[2] Fury Swipes (30x) Flip 3 coins.  This attack does 30 damage times the number of heads.,[FF] Karate Chop (80-) Does 80 damage minus 10 damage for each damage counter on this Pokemon.,Px2,,1,0.26,0.85,3.79,1.11,,Reverse Holofoil,,
88398,Professor Juniper (116 Full Art),Professor Juniper 116 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/88398_200w.jpg,3,1382,https://cpt.tcgcsv.com/-mK,2023-01-10T16:16:21.187,1,116/116,Ultra Rare,0,Supporter,Discard your hand and draw 7 cards.,,,,,70.0,80.16,119.99,105.19,61.19,Holofoil,You may play only 1 Supporter card per turn (before your attack).,Supporter
88474,Quagsire,Quagsire,https://tcgplayer-cdn.tcgplayer.com/product/88474_200w.jpg,3,1382,https://cpt.tcgcsv.com/vpK,2023-01-10T15:57:14.973,1,22/116,Rare,100,Stage 1,"[2W] Mud Gun (60+) If this Pokemon has any F Energy attached to it, this attack does 30 more damage.",,Gx2,,3,0.45,0.78,9.99,1.57,,Normal,Laid-Back - Any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance).  (Ability),
88474,Quagsire,Quagsire,https://tcgplayer-cdn.tcgplayer.com/product/88474_200w.jpg,3,1382,https://cpt.tcgcsv.com/vpK,2023-01-10T15:57:14.973,1,22/116,Rare,100,Stage 1,"[2W] Mud Gun (60+) If this Pokemon has any F Energy attached to it, this attack does 30 more damage.",,Gx2,,3,5.49,7.96,10.0,4.03,,Reverse Holofoil,Laid-Back - Any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance).  (Ability),
88608,Raticate (Team Plasma),Raticate Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88608_200w.jpg,3,1382,https://cpt.tcgcsv.com/bsK,2023-01-10T16:12:30.097,1,88/116,Rare,70,Stage 1,"[1] Transfer Junk - Put a Team Plasma Pokemon, a Team Plasma Trainer card, and a Team Plasma Energy card from your discard pile into your hand.",[2] Bite (30),Fx2,,0,0.16,0.5,2.0,0.62,0.5,Normal,,
88608,Raticate (Team Plasma),Raticate Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88608_200w.jpg,3,1382,https://cpt.tcgcsv.com/bsK,2023-01-10T16:12:30.097,1,88/116,Rare,70,Stage 1,"[1] Transfer Junk - Put a Team Plasma Pokemon, a Team Plasma Trainer card, and a Team Plasma Energy card from your discard pile into your hand.",[2] Bite (30),Fx2,,0,0.73,1.74,6.0,1.99,,Reverse Holofoil,,
88623,Rattata,Rattata,https://tcgplayer-cdn.tcgplayer.com/product/88623_200w.jpg,3,1382,https://cpt.tcgcsv.com/tsK,2023-01-10T16:12:21.533,1,87/116,Common,40,Basic,"[2] Lunge (30) Flip a coin.  If tails, this attack does nothing.",,Fx2,,1,0.1,0.25,1.49,0.26,,Normal,,
88623,Rattata,Rattata,https://tcgplayer-cdn.tcgplayer.com/product/88623_200w.jpg,3,1382,https://cpt.tcgcsv.com/tsK,2023-01-10T16:12:21.533,1,87/116,Common,40,Basic,"[2] Lunge (30) Flip a coin.  If tails, this attack does nothing.",,Fx2,,1,0.98,1.06,6.0,1.97,,Reverse Holofoil,,
88708,Reshiram,Reshiram,https://tcgplayer-cdn.tcgplayer.com/product/88708_200w.jpg,3,1382,https://cpt.tcgcsv.com/bvK,2023-01-10T15:54:38.413,1,17/116,Holo Rare,130,Basic,[2R] Purifying Flame (50) Remove all Special Conditions from this Pokemon.,"[3R] Fusion Flare (80+) If Zekrom is on your Bench, this attack does 40 more damage.",Wx2,,2,1.55,3.18,14.99,3.67,,Holofoil,,
88708,Reshiram,Reshiram,https://tcgplayer-cdn.tcgplayer.com/product/88708_200w.jpg,3,1382,https://cpt.tcgcsv.com/bvK,2023-01-10T15:54:38.413,1,17/116,Holo Rare,130,Basic,[2R] Purifying Flame (50) Remove all Special Conditions from this Pokemon.,"[3R] Fusion Flare (80+) If Zekrom is on your Bench, this attack does 40 more damage.",Wx2,,2,1.5,2.99,15.0,2.88,,Reverse Holofoil,,
88766,Rock Guard,Rock Guard,https://tcgplayer-cdn.tcgplayer.com/product/88766_200w.jpg,3,1382,https://cpt.tcgcsv.com/lwK,2023-01-10T16:15:20.233,1,108/116,Rare Ace,0,Tool,"If the Pokemon this card is attached to is your Active Pokemon and is damaged by an opponent's attack (even if the Pokemon is Knocked Out), put 6 damage counters on the Attacking Pokemon.",,,,,1.71,3.2,9.99,3.34,2.25,Holofoil,Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.,Item
88858,Sableye (Team Plasma),Sableye Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88858_200w.jpg,3,1382,https://cpt.tcgcsv.com/bzK,2023-01-10T16:02:26.217,1,49/116,Rare,70,Basic,[1] Scratch (10),[1P] Shadow Cage (20) The Defending Pokemon can't retreat during your opponent's next turn.,,,1,0.85,1.75,6.0,2.47,,Normal,,
88858,Sableye (Team Plasma),Sableye Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/88858_200w.jpg,3,1382,https://cpt.tcgcsv.com/bzK,2023-01-10T16:02:26.217,1,49/116,Rare,70,Basic,[1] Scratch (10),[1P] Shadow Cage (20) The Defending Pokemon can't retreat during your opponent's next turn.,,,1,4.66,6.74,30.0,6.55,,Reverse Holofoil,,
88916,Sandile,Sandile,https://tcgplayer-cdn.tcgplayer.com/product/88916_200w.jpg,3,1382,https://cpt.tcgcsv.com/lBK,2023-01-10T16:07:28.69,1,68/116,Common,70,Basic,"[1D] Gentle Slap (10+) Flip a coin.  If heads, this attack does 20 more damage.",,Fx2,P-20,2,0.14,0.25,1.0,0.21,,Normal,,
88916,Sandile,Sandile,https://tcgplayer-cdn.tcgplayer.com/product/88916_200w.jpg,3,1382,https://cpt.tcgcsv.com/lBK,2023-01-10T16:07:28.69,1,68/116,Common,70,Basic,"[1D] Gentle Slap (10+) Flip a coin.  If heads, this attack does 20 more damage.",,Fx2,P-20,2,0.3,0.45,2.0,0.46,,Reverse Holofoil,,
88953,Sceptile,Sceptile,https://tcgplayer-cdn.tcgplayer.com/product/88953_200w.jpg,3,1382,https://cpt.tcgcsv.com/5CK,2023-01-10T15:53:12.14,1,8/116,Holo Rare,130,Stage 2,"[1G] X-Scissor (30+) Flip a coin.  If heads, this attack does 40 more damage.",[1GG] Energy Bloom (80) Heal 20 damage from each of your Pokemon that has any Energy attached to it.,Rx2,W-20,2,2.9,3.68,8.0,4.78,,Holofoil,,
88953,Sceptile,Sceptile,https://tcgplayer-cdn.tcgplayer.com/product/88953_200w.jpg,3,1382,https://cpt.tcgcsv.com/5CK,2023-01-10T15:53:12.14,1,8/116,Holo Rare,130,Stage 2,"[1G] X-Scissor (30+) Flip a coin.  If heads, this attack does 40 more damage.",[1GG] Energy Bloom (80) Heal 20 damage from each of your Pokemon that has any Energy attached to it.,Rx2,W-20,2,3.37,3.71,4.75,5.18,,Reverse Holofoil,,
89017,Seadra,Seadra,https://tcgplayer-cdn.tcgplayer.com/product/89017_200w.jpg,3,1382,https://cpt.tcgcsv.com/mDK,2023-01-10T15:54:51.6,1,19/116,Uncommon,80,Stage 1,"[W] Smokescreen (20) If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",,Lx2,,1,0.2,0.32,1.0,0.32,,Normal,,
89017,Seadra,Seadra,https://tcgplayer-cdn.tcgplayer.com/product/89017_200w.jpg,3,1382,https://cpt.tcgcsv.com/mDK,2023-01-10T15:54:51.6,1,19/116,Uncommon,80,Stage 1,"[W] Smokescreen (20) If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin.  If tails, that attack does nothing.",,Lx2,,1,0.3,0.94,2.0,1.12,,Reverse Holofoil,,
89060,Seismitoad (Team Plasma),Seismitoad Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89060_200w.jpg,3,1382,https://cpt.tcgcsv.com/dFK,2023-01-10T15:57:56.617,1,26/116,Rare,140,Stage 2,[2] Seismic Punch (30) Does 30 damage to each Benched Pokemon (both yours and your opponent's).  (Don't apply Weakness and Resistance for Benched Pokemon.),[2WW] Splashing Turn (80) Switch this Pokemon with 1 of your Benched Pokemon.,Gx2,,3,0.11,0.53,1.63,0.57,,Normal,,
89060,Seismitoad (Team Plasma),Seismitoad Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89060_200w.jpg,3,1382,https://cpt.tcgcsv.com/dFK,2023-01-10T15:57:56.617,1,26/116,Rare,140,Stage 2,[2] Seismic Punch (30) Does 30 damage to each Benched Pokemon (both yours and your opponent's).  (Don't apply Weakness and Resistance for Benched Pokemon.),[2WW] Splashing Turn (80) Switch this Pokemon with 1 of your Benched Pokemon.,Gx2,,3,1.8,2.37,4.0,2.3,,Reverse Holofoil,,
89096,Shadow Triad (Team Plasma),Shadow Triad Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89096_200w.jpg,3,1382,https://cpt.tcgcsv.com/XFK,2024-09-17T09:10:03.177,1,102/116,Uncommon,0,Supporter,Put a Team Plasma card from your discard pile into your hand.,,,,,0.08,0.25,1.5,0.25,0.17,Normal,You may play only 1 Supporter card per turn (before your attack).,Supporter
89096,Shadow Triad (Team Plasma),Shadow Triad Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89096_200w.jpg,3,1382,https://cpt.tcgcsv.com/XFK,2024-09-17T09:10:03.177,1,102/116,Uncommon,0,Supporter,Put a Team Plasma card from your discard pile into your hand.,,,,,0.56,2.0,10.0,2.08,,Reverse Holofoil,You may play only 1 Supporter card per turn (before your attack).,Supporter
89207,Sigilyph,Sigilyph,https://tcgplayer-cdn.tcgplayer.com/product/89207_200w.jpg,3,1382,https://cpt.tcgcsv.com/9JK,2023-01-10T16:16:41.04,1,118/116,Secret Rare,90,Basic,[2P] Psychic (50+) Does 10 more damage for each Energy attached to the Defending Pokemon.,,Px2,,1,44.2,184.99,200.0,70.11,,Holofoil,"Safeguard - Prevent all effects of attacks, including damage, done to this Pokemon by Pokemon-EX.  (Ability)",Psychic
89373,Sneasel,Sneasel,https://tcgplayer-cdn.tcgplayer.com/product/89373_200w.jpg,3,1382,https://cpt.tcgcsv.com/tMK,2023-01-10T16:07:03.373,1,65/116,Common,70,Basic,"[1D] Quick Attack (20+) Flip a coin.  If heads, this attack does 20 more damage.",,Fx2,P-20,1,0.13,0.29,1.0,0.23,,Normal,,
89373,Sneasel,Sneasel,https://tcgplayer-cdn.tcgplayer.com/product/89373_200w.jpg,3,1382,https://cpt.tcgcsv.com/tMK,2023-01-10T16:07:03.373,1,65/116,Common,70,Basic,"[1D] Quick Attack (20+) Flip a coin.  If heads, this attack does 20 more damage.",,Fx2,P-20,1,0.32,0.52,2.0,0.65,,Reverse Holofoil,,
89510,Staraptor,Staraptor,https://tcgplayer-cdn.tcgplayer.com/product/89510_200w.jpg,3,1382,https://cpt.tcgcsv.com/dQK,2023-01-10T16:13:35.543,1,97/116,Rare,130,Stage 2,[3] Wing Attack (60),[4] Strong Breeze - Your opponent shuffles the Defending Pokemon and all cards attached to it into his or her deck.,Lx2,F-20,1,0.34,0.62,1.75,0.76,,Normal,,
89510,Staraptor,Staraptor,https://tcgplayer-cdn.tcgplayer.com/product/89510_200w.jpg,3,1382,https://cpt.tcgcsv.com/dQK,2023-01-10T16:13:35.543,1,97/116,Rare,130,Stage 2,[3] Wing Attack (60),[4] Strong Breeze - Your opponent shuffles the Defending Pokemon and all cards attached to it into his or her deck.,Lx2,F-20,1,0.99,3.28,6.0,3.14,,Reverse Holofoil,,
89518,Staravia,Staravia,https://tcgplayer-cdn.tcgplayer.com/product/89518_200w.jpg,3,1382,https://cpt.tcgcsv.com/nQK,2023-01-10T16:13:29.827,1,96/116,Uncommon,80,Stage 1,"[2] Take Down (30) Flip a coin.  If tails, this Pokemon does 10 damage to itself.",,Lx2,F-20,1,0.15,0.25,1.49,0.22,,Normal,,
89518,Staravia,Staravia,https://tcgplayer-cdn.tcgplayer.com/product/89518_200w.jpg,3,1382,https://cpt.tcgcsv.com/nQK,2023-01-10T16:13:29.827,1,96/116,Uncommon,80,Stage 1,"[2] Take Down (30) Flip a coin.  If tails, this Pokemon does 10 damage to itself.",,Lx2,F-20,1,0.29,0.44,2.0,0.38,,Reverse Holofoil,,
89526,Starly,Starly,https://tcgplayer-cdn.tcgplayer.com/product/89526_200w.jpg,3,1382,https://cpt.tcgcsv.com/xQK,2023-01-10T16:13:23.673,1,95/116,Common,60,Basic,[1] Tackle (10),,Lx2,F-20,1,0.05,0.22,1.41,0.21,0.2,Normal,,
89526,Starly,Starly,https://tcgplayer-cdn.tcgplayer.com/product/89526_200w.jpg,3,1382,https://cpt.tcgcsv.com/xQK,2023-01-10T16:13:23.673,1,95/116,Common,60,Basic,[1] Tackle (10),,Lx2,F-20,1,0.25,0.45,2.0,0.43,,Reverse Holofoil,,
89565,Steelix (Team Plasma),Steelix Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89565_200w.jpg,3,1382,https://cpt.tcgcsv.com/kRK,2023-01-10T16:10:40.917,1,79/116,Rare,150,Stage 1,"[2M] Metal Defender (50) During your opponent's next turn, this Pokemon has no Weakness.",[4M] Heavy Impact (100),Rx2,P-20,4,0.75,1.52,3.9,1.56,,Normal,,
89565,Steelix (Team Plasma),Steelix Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89565_200w.jpg,3,1382,https://cpt.tcgcsv.com/kRK,2023-01-10T16:10:40.917,1,79/116,Rare,150,Stage 1,"[2M] Metal Defender (50) During your opponent's next turn, this Pokemon has no Weakness.",[4M] Heavy Impact (100),Rx2,P-20,4,2.61,2.61,18.49,5.23,,Reverse Holofoil,,
89642,Superior Energy Retrieval,Superior Energy Retrieval,https://tcgplayer-cdn.tcgplayer.com/product/89642_200w.jpg,3,1382,https://cpt.tcgcsv.com/SSK,2024-08-23T03:49:08.113,1,103/116,Uncommon,0,Item,"Discard 2 cards from your hand.  (If you can't discard 2 cards, you can't play this card.)  Put 4 basic Energy cards from your discard pile into you hand.  (You can't choose a card you discarded with the effect of this card.)",,,,,0.94,1.65,4.99,1.72,2.59,Normal,You may play as many Item cards as you like during your turn (before your attack).,Item
89642,Superior Energy Retrieval,Superior Energy Retrieval,https://tcgplayer-cdn.tcgplayer.com/product/89642_200w.jpg,3,1382,https://cpt.tcgcsv.com/SSK,2024-08-23T03:49:08.113,1,103/116,Uncommon,0,Item,"Discard 2 cards from your hand.  (If you can't discard 2 cards, you can't play this card.)  Put 4 basic Energy cards from your discard pile into you hand.  (You can't choose a card you discarded with the effect of this card.)",,,,,3.68,9.5,15.0,9.08,,Reverse Holofoil,You may play as many Item cards as you like during your turn (before your attack).,Item
89847,Team Plasma Badge (Team Plasma),Team Plasma Badge Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89847_200w.jpg,3,1382,https://cpt.tcgcsv.com/ZXK,2025-02-05T21:12:08.653,1,104/116,Uncommon,0,Tool,The Pokemon this card is attached to is a Team Plasma Pokemon.,,,,,0.1,0.25,2.0,0.27,,Normal,Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.,Item
89847,Team Plasma Badge (Team Plasma),Team Plasma Badge Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89847_200w.jpg,3,1382,https://cpt.tcgcsv.com/ZXK,2025-02-05T21:12:08.653,1,104/116,Uncommon,0,Tool,The Pokemon this card is attached to is a Team Plasma Pokemon.,,,,,0.4,0.7,4.0,0.71,,Reverse Holofoil,Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.,Item
89848,Team Plasma Ball (Team Plasma),Team Plasma Ball Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89848_200w.jpg,3,1382,https://cpt.tcgcsv.com/-XK,2023-01-10T16:15:01.057,1,105/116,Uncommon,0,Item,"Search your deck for a Team Plasma Pokemon, reveal it, and put it into your hand.  Shuffle your deck afterward.",,,,,0.07,0.25,1.5,0.31,0.13,Normal,You may play as many Item cards as you like during your turn (before your attack).,Item
89848,Team Plasma Ball (Team Plasma),Team Plasma Ball Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89848_200w.jpg,3,1382,https://cpt.tcgcsv.com/-XK,2023-01-10T16:15:01.057,1,105/116,Uncommon,0,Item,"Search your deck for a Team Plasma Pokemon, reveal it, and put it into your hand.  Shuffle your deck afterward.",,,,,1.29,1.82,4.99,1.82,0.51,Reverse Holofoil,You may play as many Item cards as you like during your turn (before your attack).,Item
89907,Thundurus EX (Team Plasma),Thundurus EX Team Plasma,https://tcgplayer-cdn.tcgplayer.com/product/89907_200w.jpg,3,1382,https://cpt.tcgcsv.com/9-K,2023-01-10T16:00:00.527,1,38/116,Ultra Rare,170,Basic,[L] Raiden Knuckle (30) Attach an Energy card from your discard pile to 1 of your Benched Team Plasma Pokemon.,"[2LL] Thunderous Noise (90) If this Pokemon has any Plasma Energy attached to it, discard an Energy attached to the Defending Pokemon.",Fx2,,1,5.57,7.27,15.99,7.48,,Holofoil,,
