productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack3,extAttack4
87357,Metal Energy (Special),Metal Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/87357_200w.jpg,3,1410,https://cpt.tcgcsv.com/9ZJ,2024-04-11T15:13:34.307,1,88/106,Rare,Energy,,,"Damage done by attacks to the Pokemon that Metal Energy is attached to is reduced by 10 <em>(after applying Weakness and Resistance.)</em>
<br>
<br> Ignore this effect if the Pokemon that Metal Energy is attached to isn't Metal.  Metal Energy provides Metal Energy.  <em>(Doesn't count as a basic Energy card.)</em>",,,,,,0.75,1.15,4.49,1.24,,Normal,,
87357,Metal Energy (Special),Metal Energy Special,https://tcgplayer-cdn.tcgplayer.com/product/87357_200w.jpg,3,1410,https://cpt.tcgcsv.com/9ZJ,2024-04-11T15:13:34.307,1,88/106,Rare,Energy,,,"Damage done by attacks to the Pokemon that Metal Energy is attached to is reduced by 10 <em>(after applying Weakness and Resistance.)</em>
<br>
<br> Ignore this effect if the Pokemon that Metal Energy is attached to isn't Metal.  Metal Energy provides Metal Energy.  <em>(Doesn't count as a basic Energy card.)</em>",,,,,,5.31,8.33,17.4,8.72,,Reverse Holofoil,,
87453,Milotic,Milotic,https://tcgplayer-cdn.tcgplayer.com/product/87453_200w.jpg,3,1410,https://cpt.tcgcsv.com/5_J,2024-04-11T15:05:33.79,1,8/106,Holo Rare,Water,90,Stage 1,,[1] Surf (20),"[2W] Super Hypno Wave (50) 
<br>The Defending Pokemon is now Asleep.",L,None,2,9.82,14.91,20.0,13.32,,Normal,,
87453,Milotic,Milotic,https://tcgplayer-cdn.tcgplayer.com/product/87453_200w.jpg,3,1410,https://cpt.tcgcsv.com/5_J,2024-04-11T15:05:33.79,1,8/106,Holo Rare,Water,90,Stage 1,,[1] Surf (20),"[2W] Super Hypno Wave (50) 
<br>The Defending Pokemon is now Asleep.",L,None,2,24.0,34.24,69.69,25.9,,Holofoil,,
87453,Milotic,Milotic,https://tcgplayer-cdn.tcgplayer.com/product/87453_200w.jpg,3,1410,https://cpt.tcgcsv.com/5_J,2024-04-11T15:05:33.79,1,8/106,Holo Rare,Water,90,Stage 1,,[1] Surf (20),"[2W] Super Hypno Wave (50) 
<br>The Defending Pokemon is now Asleep.",L,None,2,147.9,173.95,199.99,59.88,,Reverse Holofoil,,
87460,Milotic ex,Milotic ex,https://tcgplayer-cdn.tcgplayer.com/product/87460_200w.jpg,3,1410,https://cpt.tcgcsv.com/d_J,2024-04-11T15:05:34.43,1,96/106,Ultra Rare,Water,130,Stage 1,"<b>Poke-BODY</b> Mystery Scale  <br>
<br>As long as Milotic ex is in play, each player can't play Technical Machine cards.  Discard any Technical Machine cards attached to all Pokemon in play.","[W] Mega Bite (30) 
<br>The Defending Pokemon can't retreat until the end of your opponent's turn.","[2W] Energy Reflect (70) 
<br>Move 1 basic Energy card attached to Milotic ex to 1 of your Benched Pokemon.",L,None,2,182.0,193.75,374.66,200.1,,Holofoil,,
87485,Minun,Minun,https://tcgplayer-cdn.tcgplayer.com/product/87485_200w.jpg,3,1410,https://cpt.tcgcsv.com/K_J,2024-04-11T15:05:34.68,1,37/106,Uncommon,Lightning,60,Basic,"<b>Poke-BODY</b> Electro-guard <br>
<br>As long as Minun has any L Energy attached to it, Minun has no Weakness.","[2] Quick Attack (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 20 more damage.",,F,M,1,1.75,2.38,3.12,2.34,,Normal,,
87485,Minun,Minun,https://tcgplayer-cdn.tcgplayer.com/product/87485_200w.jpg,3,1410,https://cpt.tcgcsv.com/K_J,2024-04-11T15:05:34.68,1,37/106,Uncommon,Lightning,60,Basic,"<b>Poke-BODY</b> Electro-guard <br>
<br>As long as Minun has any L Energy attached to it, Minun has no Weakness.","[2] Quick Attack (20+) 
<br>Flip a coin.  If heads, this attack does 20 damage plus 20 more damage.",,F,M,1,29.07,35.09,42.45,20.39,,Reverse Holofoil,,
87600,Mr. Stone's Project,Mr Stones Project,https://tcgplayer-cdn.tcgplayer.com/product/87600_200w.jpg,3,1410,https://cpt.tcgcsv.com/03K,2024-04-11T15:13:46.333,1,79/106,Uncommon,Supporter,,,"Search your deck for up to 2 basic Energy cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.  Or, search your discard pile for up to 2 basic Energy cards, show them to your opponent, and put them into your hand.",,,,,,0.65,1.71,4.99,1.8,,Normal,,
87600,Mr. Stone's Project,Mr Stones Project,https://tcgplayer-cdn.tcgplayer.com/product/87600_200w.jpg,3,1410,https://cpt.tcgcsv.com/03K,2024-04-11T15:13:46.333,1,79/106,Uncommon,Supporter,,,"Search your deck for up to 2 basic Energy cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.  Or, search your discard pile for up to 2 basic Energy cards, show them to your opponent, and put them into your hand.",,,,,,9.1,14.55,19.99,8.93,,Reverse Holofoil,,
87610,Mudkip,Mudkip,https://tcgplayer-cdn.tcgplayer.com/product/87610_200w.jpg,3,1410,https://cpt.tcgcsv.com/d3K,2024-04-11T15:05:35.12,1,56/106,Common,Water,50,Basic,,"[W] Tail Strike (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",,G,None,1,0.44,0.99,2.25,1.18,,Normal,,
87610,Mudkip,Mudkip,https://tcgplayer-cdn.tcgplayer.com/product/87610_200w.jpg,3,1410,https://cpt.tcgcsv.com/d3K,2024-04-11T15:05:35.12,1,56/106,Common,Water,50,Basic,,"[W] Tail Strike (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",,G,None,1,22.0,44.95,49.95,36.5,,Reverse Holofoil,,
87631,Multi Energy,Multi Energy,https://tcgplayer-cdn.tcgplayer.com/product/87631_200w.jpg,3,1410,https://cpt.tcgcsv.com/F3K,2024-04-11T15:13:56.907,1,89/106,Rare,Special Energy,,,"Attach Multi Energy to 1 of your Pokemon.  While in play, Multi Energy provides every type of Energy but provides only 1 energy at a time. <em> (Has no effect other than providing Energy.)</em>  Multi Energy provides Colorless Energy when attached to a Pokemon that already has Special Energy cards attached to it.",,,,,,0.75,2.25,4.99,2.12,,Normal,,
87631,Multi Energy,Multi Energy,https://tcgplayer-cdn.tcgplayer.com/product/87631_200w.jpg,3,1410,https://cpt.tcgcsv.com/F3K,2024-04-11T15:13:56.907,1,89/106,Rare,Special Energy,,,"Attach Multi Energy to 1 of your Pokemon.  While in play, Multi Energy provides every type of Energy but provides only 1 energy at a time. <em> (Has no effect other than providing Energy.)</em>  Multi Energy provides Colorless Energy when attached to a Pokemon that already has Special Energy cards attached to it.",,,,,,22.99,25.49,27.99,3.5,,Reverse Holofoil,,
87770,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/87770_200w.jpg,3,1410,https://cpt.tcgcsv.com/q7K,2024-04-11T15:05:35.347,1,38/106,Uncommon,Fire,80,Stage 1,,"[R] Confuse Ray (10) 
<br>The Defending Pokemon is now Confused.","[2R] Searing Flame (40) 
<br>The Defending Pokemon is now Burned.",W,None,1,2.0,3.33,5.98,3.05,,Normal,,
87770,Ninetales,Ninetales,https://tcgplayer-cdn.tcgplayer.com/product/87770_200w.jpg,3,1410,https://cpt.tcgcsv.com/q7K,2024-04-11T15:05:35.347,1,38/106,Uncommon,Fire,80,Stage 1,,"[R] Confuse Ray (10) 
<br>The Defending Pokemon is now Confused.","[2R] Searing Flame (40) 
<br>The Defending Pokemon is now Burned.",W,None,1,67.77,99.99,119.99,52.89,,Reverse Holofoil,,
87799,Nosepass,Nosepass,https://tcgplayer-cdn.tcgplayer.com/product/87799_200w.jpg,3,1410,https://cpt.tcgcsv.com/_7K,2024-04-11T15:05:35.453,1,17/106,Rare,Fighting,70,Basic,,"[1] Collect 
<br>Draw a card.","[2] Wide Laser 
<br>Does 10 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",W,None,1,0.61,1.33,4.0,1.25,,Normal,,
87799,Nosepass,Nosepass,https://tcgplayer-cdn.tcgplayer.com/product/87799_200w.jpg,3,1410,https://cpt.tcgcsv.com/_7K,2024-04-11T15:05:35.453,1,17/106,Rare,Fighting,70,Basic,,"[1] Collect 
<br>Draw a card.","[2] Wide Laser 
<br>Does 10 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",W,None,1,4.5,6.75,8.99,7.49,,Reverse Holofoil,,
87810,Numel - 057/106,Numel 057 106,https://tcgplayer-cdn.tcgplayer.com/product/87810_200w.jpg,3,1410,https://cpt.tcgcsv.com/d8K,2024-04-11T15:05:35.563,1,57/106,Common,Fire,50,Basic,,"[1] Collect 
<br>Draw a card.","[R] Lunge (20) 
<br>Flip a coin.  If tails, this attack does nothing.",W,None,1,0.3,0.56,1.55,0.65,0.36,Normal,,
87810,Numel - 057/106,Numel 057 106,https://tcgplayer-cdn.tcgplayer.com/product/87810_200w.jpg,3,1410,https://cpt.tcgcsv.com/d8K,2024-04-11T15:05:35.563,1,57/106,Common,Fire,50,Basic,,"[1] Collect 
<br>Draw a card.","[R] Lunge (20) 
<br>Flip a coin.  If tails, this attack does nothing.",W,None,1,4.5,4.5,4.5,9.61,,Reverse Holofoil,,
87811,Numel - 058/106,Numel 058 106,https://tcgplayer-cdn.tcgplayer.com/product/87811_200w.jpg,3,1410,https://cpt.tcgcsv.com/f8K,2024-04-11T15:05:35.673,1,58/106,Common,Fire,50,Basic,,[1] Stampede (10),[1R] Steady Firebreathing (20),W,None,2,0.1,0.39,1.5,0.39,,Normal,,
87811,Numel - 058/106,Numel 058 106,https://tcgplayer-cdn.tcgplayer.com/product/87811_200w.jpg,3,1410,https://cpt.tcgcsv.com/f8K,2024-04-11T15:05:35.673,1,58/106,Common,Fire,50,Basic,,[1] Stampede (10),[1R] Steady Firebreathing (20),W,None,2,14.5,17.8,29.99,10.0,,Reverse Holofoil,,
87889,Oran Berry,Oran Berry,https://tcgplayer-cdn.tcgplayer.com/product/87889_200w.jpg,3,1410,https://cpt.tcgcsv.com/P9K,2024-04-11T15:13:56.97,1,80/106,Uncommon,Tool,,,"Attach Oran Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>
<br>
<br>
<br>
<br>At any time between turns, if the Pokemon this card is attached to has at least 2 damage counters on it, remove 2 damage counters from it.  The discard Oran Berry.",,,,,,0.12,0.42,1.99,0.42,,Normal,,
87889,Oran Berry,Oran Berry,https://tcgplayer-cdn.tcgplayer.com/product/87889_200w.jpg,3,1410,https://cpt.tcgcsv.com/P9K,2024-04-11T15:13:56.97,1,80/106,Uncommon,Tool,,,"Attach Oran Berry to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it.  If that Pokemon is Knocked Out, discard this card.
<br>
<br>
<br>
<br>
<br>
<br>At any time between turns, if the Pokemon this card is attached to has at least 2 damage counters on it, remove 2 damage counters from it.  The discard Oran Berry.",,,,,,2.64,3.49,4.19,2.64,,Reverse Holofoil,,
88016,Pichu,Pichu,https://tcgplayer-cdn.tcgplayer.com/product/88016_200w.jpg,3,1410,https://cpt.tcgcsv.com/ldK,2024-04-11T15:05:35.893,1,59/106,Common,Lightning,40,Basic,"<b>Poke-POWER</b> Baby Evolution <br>
<br>Once during your turn <em>(before your attack)</em>, you may put Pikachu from your hand onto Pichu <em>(this counts as evolving Pichu)</em> and remove all damage counters from Pichu.","[1] Collect 
<br>Draw a card.",,F,None,1,2.01,4.69,8.75,4.49,,Normal,,
88016,Pichu,Pichu,https://tcgplayer-cdn.tcgplayer.com/product/88016_200w.jpg,3,1410,https://cpt.tcgcsv.com/ldK,2024-04-11T15:05:35.893,1,59/106,Common,Lightning,40,Basic,"<b>Poke-POWER</b> Baby Evolution <br>
<br>Once during your turn <em>(before your attack)</em>, you may put Pikachu from your hand onto Pichu <em>(this counts as evolving Pichu)</em> and remove all damage counters from Pichu.","[1] Collect 
<br>Draw a card.",,F,None,1,14.94,19.45,74.99,30.59,,Reverse Holofoil,,
88080,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/88080_200w.jpg,3,1410,https://cpt.tcgcsv.com/DfK,2024-04-11T15:05:36.007,1,60/106,Common,Lightning,50,Basic,,[L] Pika Ball (10),"[2] Thundershock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,None,1,2.86,6.1,20.99,5.08,,Normal,,
88080,Pikachu,Pikachu,https://tcgplayer-cdn.tcgplayer.com/product/88080_200w.jpg,3,1410,https://cpt.tcgcsv.com/DfK,2024-04-11T15:05:36.007,1,60/106,Common,Lightning,50,Basic,,[L] Pika Ball (10),"[2] Thundershock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,None,1,32.0,48.0,51.82,73.65,,Reverse Holofoil,,
88165,Plusle,Plusle,https://tcgplayer-cdn.tcgplayer.com/product/88165_200w.jpg,3,1410,https://cpt.tcgcsv.com/khK,2024-04-11T15:05:36.183,1,39/106,Uncommon,Lightning,60,Basic,,"[1] Collect 
<br>Draw a card.","[1L] Thundershock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,M,1,1.25,2.77,4.47,2.86,,Normal,,
88165,Plusle,Plusle,https://tcgplayer-cdn.tcgplayer.com/product/88165_200w.jpg,3,1410,https://cpt.tcgcsv.com/khK,2024-04-11T15:05:36.183,1,39/106,Uncommon,Lightning,60,Basic,,"[1] Collect 
<br>Draw a card.","[1L] Thundershock (20) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",F,M,1,19.99,19.99,19.99,39.99,,Reverse Holofoil,,
88244,Pokenav,Pokenav,https://tcgplayer-cdn.tcgplayer.com/product/88244_200w.jpg,3,1410,https://cpt.tcgcsv.com/VjK,2024-04-11T15:14:01.677,1,81/106,Uncommon,Item,,,"Look at the top 3 cards of your deck, and choose a Basic Pokemon, Evolution, or Energy Card.  Show it to your opponent and put it into your hand.  Put the 2 other cards back on top of your deck in any order.",,,,,,0.2,0.41,1.99,0.41,0.38,Normal,,
88244,Pokenav,Pokenav,https://tcgplayer-cdn.tcgplayer.com/product/88244_200w.jpg,3,1410,https://cpt.tcgcsv.com/VjK,2024-04-11T15:14:01.677,1,81/106,Uncommon,Item,,,"Look at the top 3 cards of your deck, and choose a Basic Pokemon, Evolution, or Energy Card.  Show it to your opponent and put it into your hand.  Put the 2 other cards back on top of your deck in any order.",,,,,,2.74,4.29,5.25,3.53,4.07,Reverse Holofoil,,
88382,Professor Birch,Professor Birch,https://tcgplayer-cdn.tcgplayer.com/product/88382_200w.jpg,3,1410,https://cpt.tcgcsv.com/GmK,2024-04-11T15:14:07.133,1,82/106,Uncommon,Supporter,,,Draw cards from your deck until you have 6 cards in your hand.,,,,,,0.19,0.35,1.99,0.36,,Normal,,
88382,Professor Birch,Professor Birch,https://tcgplayer-cdn.tcgplayer.com/product/88382_200w.jpg,3,1410,https://cpt.tcgcsv.com/GmK,2024-04-11T15:14:07.133,1,82/106,Uncommon,Supporter,,,Draw cards from your deck until you have 6 cards in your hand.,,,,,,4.05,8.56,10.3,6.92,,Reverse Holofoil,,
88419,Psychic Energy,Psychic Energy,https://tcgplayer-cdn.tcgplayer.com/product/88419_200w.jpg,3,1410,https://cpt.tcgcsv.com/pnK,2024-04-11T15:14:10.833,1,105/106,Holo Rare,Energy,,,,,,,,,9.99,12.0,14.0,16.99,,Normal,,
88419,Psychic Energy,Psychic Energy,https://tcgplayer-cdn.tcgplayer.com/product/88419_200w.jpg,3,1410,https://cpt.tcgcsv.com/pnK,2024-04-11T15:14:10.833,1,105/106,Holo Rare,Energy,,,,,,,,,13.54,17.36,34.99,16.67,29.99,Holofoil,,
88526,Raichu ex,Raichu ex,https://tcgplayer-cdn.tcgplayer.com/product/88526_200w.jpg,3,1410,https://cpt.tcgcsv.com/xqK,2024-04-11T15:05:37.11,1,97/106,Ultra Rare,Lightning,100,Stage 1,"<b>Poke-BODY</b> Rai-shield  <br>
<br>Damage done to any of your Raichu ex in play by attacks from your opponent's Pokemon-ex is reduced by 30 <em>(after applying Weakness and Resistance).</em>  You can't use more than 1 Rai-shield Poke-Body each turn.","[1L] Power Short 
<br>Choose 1 of your opponent's Pokemon.  This attack does 30 damage to that Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>  If that Pokemon has Poke-Powers, this attack does 30 damage plus 20 more damage.",[3L] Pika Bolt (70),F,None,0,70.77,88.45,149.99,124.74,,Holofoil,,
88557,Ralts,Ralts,https://tcgplayer-cdn.tcgplayer.com/product/88557_200w.jpg,3,1410,https://cpt.tcgcsv.com/9rK,2024-04-11T15:05:37.263,1,61/106,Common,Psychic,50,Basic,,"[P] Hypnotic Ray (10) 
<br>The Defending Pokemon is now Asleep.",,P,None,1,0.59,0.94,4.78,1.07,,Normal,,
88557,Ralts,Ralts,https://tcgplayer-cdn.tcgplayer.com/product/88557_200w.jpg,3,1410,https://cpt.tcgcsv.com/9rK,2024-04-11T15:05:37.263,1,61/106,Common,Psychic,50,Basic,,"[P] Hypnotic Ray (10) 
<br>The Defending Pokemon is now Asleep.",,P,None,1,6.25,6.95,28.49,10.11,,Reverse Holofoil,,
88590,Rare Candy,Rare Candy,https://tcgplayer-cdn.tcgplayer.com/product/88590_200w.jpg,3,1410,https://cpt.tcgcsv.com/QrK,2024-04-11T15:14:16.597,1,83/106,Uncommon,Item,,,"Choose 1 of your Basic Pokemon in play.  If you have a Stage 1 or Stage 2 card that evolves from that Pokemon in your hand, put that card on the Basic Pokemon.  <em>(This counts as evolving that Pokemon.)</em>",,,,,,4.99,7.33,11.97,7.23,,Normal,,
88590,Rare Candy,Rare Candy,https://tcgplayer-cdn.tcgplayer.com/product/88590_200w.jpg,3,1410,https://cpt.tcgcsv.com/QrK,2024-04-11T15:14:16.597,1,83/106,Uncommon,Item,,,"Choose 1 of your Basic Pokemon in play.  If you have a Stage 1 or Stage 2 card that evolves from that Pokemon in your hand, put that card on the Basic Pokemon.  <em>(This counts as evolving that Pokemon.)</em>",,,,,,62.99,73.96,99.0,41.8,,Reverse Holofoil,,
88626,Rayquaza,Rayquaza,https://tcgplayer-cdn.tcgplayer.com/product/88626_200w.jpg,3,1410,https://cpt.tcgcsv.com/xsK,2024-04-11T15:05:37.56,1,9/106,Holo Rare,Colorless,80,Basic,,"[2] Dragon Dance 
<br>During your next turn, if any of your current Active Pokemon does damage to any Defending Pokemon, the attack does 30 more damage <i>(before applying Weakness and Resistance).</i>",[1LR] Dragon Claw (40),C,None,2,149.0,174.99,249.99,91.28,,Holofoil,,
88626,Rayquaza,Rayquaza,https://tcgplayer-cdn.tcgplayer.com/product/88626_200w.jpg,3,1410,https://cpt.tcgcsv.com/xsK,2024-04-11T15:05:37.56,1,9/106,Holo Rare,Colorless,80,Basic,,"[2] Dragon Dance 
<br>During your next turn, if any of your current Active Pokemon does damage to any Defending Pokemon, the attack does 30 more damage <i>(before applying Weakness and Resistance).</i>",[1LR] Dragon Claw (40),C,None,2,500.97,500.97,500.97,362.62,,Reverse Holofoil,,
88660,Regice ex,Regice ex,https://tcgplayer-cdn.tcgplayer.com/product/88660_200w.jpg,3,1410,https://cpt.tcgcsv.com/dtK,2024-04-11T15:05:37.84,1,98/106,Ultra Rare,Water,100,Basic,,"[W] Ice Beam (10) 
<br>Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.","[1WW] Iceberg Crush (40) 
<br>If Regirock ex is in play, flip a coin.  If heads, discard 1 Energy card attached to the Defending Pokemon.",M,None,3,135.26,189.98,199.23,95.81,,Holofoil,,
88675,Regirock ex,Regirock ex,https://tcgplayer-cdn.tcgplayer.com/product/88675_200w.jpg,3,1410,https://cpt.tcgcsv.com/wtK,2024-04-11T15:05:38.187,1,99/106,Ultra Rare,Fighting,110,Basic,,"[1] Mend 
<br>Search your discard pile for a F Energy card and attach it to Regirock ex.  If you do, remove 1 damage counter from Regirock ex.","[1FF] Metal Crush (40+) 
<br>If Registeel ex is in play, this attack does 40 damage plus 20 more damage.",W,None,3,90.98,90.98,90.98,92.24,,Normal,,
88675,Regirock ex,Regirock ex,https://tcgplayer-cdn.tcgplayer.com/product/88675_200w.jpg,3,1410,https://cpt.tcgcsv.com/wtK,2024-04-11T15:05:38.187,1,99/106,Ultra Rare,Fighting,110,Basic,,"[1] Mend 
<br>Search your discard pile for a F Energy card and attach it to Regirock ex.  If you do, remove 1 damage counter from Regirock ex.","[1FF] Metal Crush (40+) 
<br>If Registeel ex is in play, this attack does 40 damage plus 20 more damage.",W,None,3,115.13,129.26,150.11,166.78,,Holofoil,,
88680,Registeel ex,Registeel ex,https://tcgplayer-cdn.tcgplayer.com/product/88680_200w.jpg,3,1410,https://cpt.tcgcsv.com/DtK,2024-04-11T15:05:38.5,1,100/106,Ultra Rare,Metal,90,Basic,,"[1] Block Signal (10) 
<br>If Regice ex is in play, flip a coin.  If heads, the Defending Pokemon is now Confused.","[1MM] Wide Laser  
<br>Does 20 damage to each of your opponent's Pokemon.  <i>(Don't apply Weakness and Resistance for Benched Pokemon.)</i>",R,None,2,135.0,165.85,196.7,136.48,,Holofoil,,
88685,Relicanth,Relicanth,https://tcgplayer-cdn.tcgplayer.com/product/88685_200w.jpg,3,1410,https://cpt.tcgcsv.com/KtK,2024-04-11T15:05:38.623,1,18/106,Rare,Water,70,Basic,,[1] Sharp Fin (10),"[1W] Hypno Splash (20) 
<br>The Defending Pokemon is now Asleep.",L,None,1,1.0,1.65,2.99,1.58,,Normal,,
88685,Relicanth,Relicanth,https://tcgplayer-cdn.tcgplayer.com/product/88685_200w.jpg,3,1410,https://cpt.tcgcsv.com/KtK,2024-04-11T15:05:38.623,1,18/106,Rare,Water,70,Basic,,[1] Sharp Fin (10),"[1W] Hypno Splash (20) 
<br>The Defending Pokemon is now Asleep.",L,None,1,50.0,50.0,50.0,23.36,,Reverse Holofoil,,
88733,Rhydon,Rhydon,https://tcgplayer-cdn.tcgplayer.com/product/88733_200w.jpg,3,1410,https://cpt.tcgcsv.com/HvK,2024-04-11T15:05:38.75,1,19/106,Rare,Fighting,90,Stage 1,,[1F] Horn Attack (30),"[4] Rock Tumble (60) 
<br>This attack's damage isn't affected by Resistance.",W,None,2,0.95,1.25,2.75,1.32,,Normal,,
88733,Rhydon,Rhydon,https://tcgplayer-cdn.tcgplayer.com/product/88733_200w.jpg,3,1410,https://cpt.tcgcsv.com/HvK,2024-04-11T15:05:38.75,1,19/106,Rare,Fighting,90,Stage 1,,[1F] Horn Attack (30),"[4] Rock Tumble (60) 
<br>This attack's damage isn't affected by Resistance.",W,None,2,23.3,26.6,29.9,16.15,,Reverse Holofoil,,
88741,Rhyhorn,Rhyhorn,https://tcgplayer-cdn.tcgplayer.com/product/88741_200w.jpg,3,1410,https://cpt.tcgcsv.com/RvK,2024-04-11T15:05:38.917,1,62/106,Common,Fighting,60,Basic,,[1] Horn Attack (10),[1F] Horn Drill (20),W,None,1,0.25,0.56,1.55,0.56,0.48,Normal,,
88741,Rhyhorn,Rhyhorn,https://tcgplayer-cdn.tcgplayer.com/product/88741_200w.jpg,3,1410,https://cpt.tcgcsv.com/RvK,2024-04-11T15:05:38.917,1,62/106,Common,Fighting,60,Basic,,[1] Horn Attack (10),[1F] Horn Drill (20),W,None,1,3.02,4.01,4.99,8.74,,Reverse Holofoil,,
88975,Scott,Scott,https://tcgplayer-cdn.tcgplayer.com/product/88975_200w.jpg,3,1410,https://cpt.tcgcsv.com/wCK,2024-04-11T15:14:21.323,1,84/106,Uncommon,Supporter,,,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.
<br>
<br>
<br>
<br>
<br>
<br>Search your deck for up to 3 cards in any combination of Supporter cards and Stadium cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",,,,,,3.15,5.19,14.67,5.15,3.01,Normal,,
88975,Scott,Scott,https://tcgplayer-cdn.tcgplayer.com/product/88975_200w.jpg,3,1410,https://cpt.tcgcsv.com/wCK,2024-04-11T15:14:21.323,1,84/106,Uncommon,Supporter,,,"You can play only one Supporter card each turn.  When you play this card, put it next to your Active Pokemon.  When your turn ends, discard this card.
<br>
<br>
<br>
<br>
<br>
<br>Search your deck for up to 3 cards in any combination of Supporter cards and Stadium cards, show them to your opponent, and put them into your hand.  Shuffle your deck afterward.",,,,,,7.42,10.98,45.0,7.42,,Reverse Holofoil,,
89083,Seviper,Seviper,https://tcgplayer-cdn.tcgplayer.com/product/89083_200w.jpg,3,1410,https://cpt.tcgcsv.com/HFK,2024-04-11T15:05:39.333,1,20/106,Rare,Grass,80,Basic,,[1] Pierce (10),"[2G] Bite Off (30+)
<br>If the Defending Pokemon is Pokemon-ex, this attack does 30 damage plus 30 more damage.",P,None,1,0.75,1.39,2.99,1.25,,Normal,,
89083,Seviper,Seviper,https://tcgplayer-cdn.tcgplayer.com/product/89083_200w.jpg,3,1410,https://cpt.tcgcsv.com/HFK,2024-04-11T15:05:39.333,1,20/106,Rare,Grass,80,Basic,,[1] Pierce (10),"[2G] Bite Off (30+)
<br>If the Defending Pokemon is Pokemon-ex, this attack does 30 damage plus 30 more damage.",P,None,1,19.99,20.47,20.59,13.79,,Reverse Holofoil,,
89184,Shroomish,Shroomish,https://tcgplayer-cdn.tcgplayer.com/product/89184_200w.jpg,3,1410,https://cpt.tcgcsv.com/JHK,2024-04-11T15:05:39.47,1,63/106,Common,Grass,40,Basic,,[1] Ram (10),[2] Headbutt (20),R,W,1,0.22,0.62,1.5,0.63,,Normal,,
89184,Shroomish,Shroomish,https://tcgplayer-cdn.tcgplayer.com/product/89184_200w.jpg,3,1410,https://cpt.tcgcsv.com/JHK,2024-04-11T15:05:39.47,1,63/106,Common,Grass,40,Basic,,[1] Ram (10),[2] Headbutt (20),R,W,1,2.61,4.99,10.0,5.14,,Reverse Holofoil,,
89400,Snorunt,Snorunt,https://tcgplayer-cdn.tcgplayer.com/product/89400_200w.jpg,3,1410,https://cpt.tcgcsv.com/0NK,2024-04-11T15:05:39.597,1,64/106,Common,Water,50,Basic,,[1] Beat (10),,M,None,1,0.16,0.37,1.51,0.39,,Normal,,
89400,Snorunt,Snorunt,https://tcgplayer-cdn.tcgplayer.com/product/89400_200w.jpg,3,1410,https://cpt.tcgcsv.com/0NK,2024-04-11T15:05:39.597,1,64/106,Common,Water,50,Basic,,[1] Beat (10),,M,None,1,3.58,29.98,29.99,6.17,,Reverse Holofoil,,
89473,Spoink - 065/106,Spoink 065 106,https://tcgplayer-cdn.tcgplayer.com/product/89473_200w.jpg,3,1410,https://cpt.tcgcsv.com/tPK,2024-04-11T15:05:39.813,1,65/106,Common,Psychic,50,Basic,,"[P] Knock Away (10+) 
<br>Flip a coin.  If heads, this attack does 10 damage plus 10 more damage.",,P,None,1,0.25,0.49,1.75,0.45,,Normal,,
89474,Spoink - 066/106,Spoink 066 106,https://tcgplayer-cdn.tcgplayer.com/product/89474_200w.jpg,3,1410,https://cpt.tcgcsv.com/vPK,2024-04-11T15:05:40.067,1,66/106,Common,Psychic,50,Basic,,"[1] Lunge (20) 
<br>Flip a coin.  If tails, this attack does nothing.",,P,None,1,0.22,0.39,5.0,0.37,,Normal,,
