productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,extResistance,extAttack3,extUPC
85718,Giovanni's Nidoking,Giovannis Nidoking,https://tcgplayer-cdn.tcgplayer.com/product/85718_200w.jpg,3,1440,https://cpt.tcgcsv.com/njJ,2023-02-06T12:51:15.977,1,007/132,Holo Rare,Grass,,52.0,82.14,165.0,90.33,99.99,Unlimited Holofoil,120,Stage 2,"[G] Intimidate
<br>If the Defending Pokémon's maximum HP is 50 or less, it can't attack Giovanni's Nidoking during your opponent's next turn. <em>(Benching or evolving either Pokémon ends this effect.)</em>","[1GGG] Tumbling Attack (40+)
<br>Flip a coin. If heads, this attack does 40 damage plus 30 more damage; if tails, this attack does 40 damage.",P,3,,,
85719,Giovanni's Nidoqueen,Giovannis Nidoqueen,https://tcgplayer-cdn.tcgplayer.com/product/85719_200w.jpg,3,1440,https://cpt.tcgcsv.com/pjJ,2022-12-13T17:21:40.173,1,023/132,Rare,Grass,,13.7,14.85,15.99,17.31,,1st Edition,100,Stage 2,[1GG] Mega Kick (40),"[2GG] Love Lariat (50+)
<br>Flip a coin. If heads, this attack does 50 damage plus 50 more damage if you have at least 1 Giovanni's Nidoking on your Bench. If tails, this attack does nothing.",P,3,,,
85719,Giovanni's Nidoqueen,Giovannis Nidoqueen,https://tcgplayer-cdn.tcgplayer.com/product/85719_200w.jpg,3,1440,https://cpt.tcgcsv.com/pjJ,2022-12-13T17:21:40.173,1,023/132,Rare,Grass,,6.4,9.92,25.0,11.24,,Unlimited,100,Stage 2,[1GG] Mega Kick (40),"[2GG] Love Lariat (50+)
<br>Flip a coin. If heads, this attack does 50 damage plus 50 more damage if you have at least 1 Giovanni's Nidoking on your Bench. If tails, this attack does nothing.",P,3,,,
85720,Giovanni's Nidoran F,Giovannis Nidoran F,https://tcgplayer-cdn.tcgplayer.com/product/85720_200w.jpg,3,1440,https://cpt.tcgcsv.com/qjJ,2024-12-28T08:58:54.63,1,075/132,Common,Grass,,1.0,1.59,2.5,1.59,1.19,1st Edition,50,Basic,"[G] Horn Thrust (20)
<br>Flip a coin. If tails, this attack does nothing.","[2] Double-edge (30)
<br>Giovanni's Nidoran F does 20 damage to itself.",P,1,,,
85720,Giovanni's Nidoran F,Giovannis Nidoran F,https://tcgplayer-cdn.tcgplayer.com/product/85720_200w.jpg,3,1440,https://cpt.tcgcsv.com/qjJ,2024-12-28T08:58:54.63,1,075/132,Common,Grass,,0.25,0.74,501.5,0.73,0.57,Unlimited,50,Basic,"[G] Horn Thrust (20)
<br>Flip a coin. If tails, this attack does nothing.","[2] Double-edge (30)
<br>Giovanni's Nidoran F does 20 damage to itself.",P,1,,,
85721,Giovanni's Nidoran M,Giovannis Nidoran M,https://tcgplayer-cdn.tcgplayer.com/product/85721_200w.jpg,3,1440,https://cpt.tcgcsv.com/rjJ,2022-11-19T16:00:56.247,1,076/132,Common,Grass,,1.5,1.9,33.99,2.55,,1st Edition,40,Basic,"[1] Double Kick (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.","[G] Retaliation (30)
<br>You can't use this attack unless Giovanni's Nidoran M has 2 or more damage counters on it.",P,1,,,
85721,Giovanni's Nidoran M,Giovannis Nidoran M,https://tcgplayer-cdn.tcgplayer.com/product/85721_200w.jpg,3,1440,https://cpt.tcgcsv.com/rjJ,2022-11-19T16:00:56.247,1,076/132,Common,Grass,,0.3,0.99,85.0,1.04,,Unlimited,40,Basic,"[1] Double Kick (10x)
<br>Flip 2 coins. This attack does 10 damage times the number of heads.","[G] Retaliation (30)
<br>You can't use this attack unless Giovanni's Nidoran M has 2 or more damage counters on it.",P,1,,,
85722,Giovanni's Nidorina,Giovannis Nidorina,https://tcgplayer-cdn.tcgplayer.com/product/85722_200w.jpg,3,1440,https://cpt.tcgcsv.com/sjJ,2023-06-05T09:33:16.413,1,044/132,Uncommon,Grass,,2.9,3.11,8.49,3.49,,1st Edition,80,Stage 1,"[1G] Poison Sting Tackle (30)
<br>Giovanni's Nidorina does 20 damage to itself. Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[2G] Body Slam (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P,2,,,
85722,Giovanni's Nidorina,Giovannis Nidorina,https://tcgplayer-cdn.tcgplayer.com/product/85722_200w.jpg,3,1440,https://cpt.tcgcsv.com/sjJ,2023-06-05T09:33:16.413,1,044/132,Uncommon,Grass,,0.89,1.41,178275.15,2.06,,Unlimited,80,Stage 1,"[1G] Poison Sting Tackle (30)
<br>Giovanni's Nidorina does 20 damage to itself. Flip a coin. If heads, the Defending Pokémon is now Poisoned.","[2G] Body Slam (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",P,2,,,
85723,Giovanni's Nidorino,Giovannis Nidorino,https://tcgplayer-cdn.tcgplayer.com/product/85723_200w.jpg,3,1440,https://cpt.tcgcsv.com/tjJ,2023-12-04T11:20:10.94,1,045/132,Uncommon,Grass,,2.1,4.57,7.18,4.72,,1st Edition,70,Stage 1,"[2G] Rend (20+)
<br>If the Defending Pokémon already has any damage counters on it, this attack does 20 damage plus 20 more damage. If not, this attack does 20 damage.",,P,2,,,
85723,Giovanni's Nidorino,Giovannis Nidorino,https://tcgplayer-cdn.tcgplayer.com/product/85723_200w.jpg,3,1440,https://cpt.tcgcsv.com/tjJ,2023-12-04T11:20:10.94,1,045/132,Uncommon,Grass,,0.75,1.43,5.33,1.63,,Unlimited,70,Stage 1,"[2G] Rend (20+)
<br>If the Defending Pokémon already has any damage counters on it, this attack does 20 damage plus 20 more damage. If not, this attack does 20 damage.",,P,2,,,
85724,Giovanni's Persian,Giovannis Persian,https://tcgplayer-cdn.tcgplayer.com/product/85724_200w.jpg,3,1440,https://cpt.tcgcsv.com/vjJ,2022-11-19T16:04:42.92,1,008/132,Holo Rare,Colorless,"<strong>Pokémon Power: Call the Boss</strong> When you play Giovanni's Persian from your hand, you may search your deck for the Trainer card named Giovanni, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",20.87,33.0,125.0,35.63,34.61,Unlimited Holofoil,60,Stage 1,"[3] Ambush (20+)
<br>Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,F,,P-30,,
85725,Giovanni's Pinsir,Giovannis Pinsir,https://tcgplayer-cdn.tcgplayer.com/product/85725_200w.jpg,3,1440,https://cpt.tcgcsv.com/wjJ,2024-12-06T06:43:45.407,1,024/132,Rare,Grass,,14.71,18.38,22.05,15.86,,1st Edition,70,Basic,"[1G] Snapping Pincers (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.","[2G] Overhead Toss (40)
<br>If you have any Benched Pokémon, flip a coin. If tails, choose 1 of your Benched Pokémon. This attack does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",R,2,,,
85725,Giovanni's Pinsir,Giovannis Pinsir,https://tcgplayer-cdn.tcgplayer.com/product/85725_200w.jpg,3,1440,https://cpt.tcgcsv.com/wjJ,2024-12-06T06:43:45.407,1,024/132,Rare,Grass,,5.5,8.0,11.99,8.91,8.91,Unlimited,70,Basic,"[1G] Snapping Pincers (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.","[2G] Overhead Toss (40)
<br>If you have any Benched Pokémon, flip a coin. If tails, choose 1 of your Benched Pokémon. This attack does 20 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",R,2,,,
85872,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85872_200w.jpg,3,1440,https://cpt.tcgcsv.com/smJ,2025-01-13T08:05:56.82,1,129/132,Common,Basic Energy,,0.6,1.1,15.96,1.15,0.71,1st Edition,,,,,,,,,
85872,Grass Energy,Grass Energy,https://tcgplayer-cdn.tcgplayer.com/product/85872_200w.jpg,3,1440,https://cpt.tcgcsv.com/smJ,2025-01-13T08:05:56.82,1,129/132,Common,Basic Energy,,0.15,0.3,1.79,0.3,0.15,Unlimited,,,,,,,,,
86502,Koga (19),Koga 19,https://tcgplayer-cdn.tcgplayer.com/product/86502_200w.jpg,3,1440,https://cpt.tcgcsv.com/3DJ,2022-11-19T16:06:55.51,1,019/132,Holo Rare,Trainer,"If an attack from a Pokémon with Koga in its name does damage to a Defending Pokémon this turn, that Pokémon is then Poisoned.",42.97,49.99,83.99,45.67,,1st Edition Holofoil,,,,,,,,,
86502,Koga (19),Koga 19,https://tcgplayer-cdn.tcgplayer.com/product/86502_200w.jpg,3,1440,https://cpt.tcgcsv.com/3DJ,2022-11-19T16:06:55.51,1,019/132,Holo Rare,Trainer,"If an attack from a Pokémon with Koga in its name does damage to a Defending Pokémon this turn, that Pokémon is then Poisoned.",27.25,32.24,57.59,31.45,,Unlimited Holofoil,,,,,,,,,
86503,Koga (106),Koga 106,https://tcgplayer-cdn.tcgplayer.com/product/86503_200w.jpg,3,1440,https://cpt.tcgcsv.com/5DJ,2022-11-19T16:06:38.587,1,106/132,Rare,Trainer,"If an attack from a Pokémon with Koga in its name does damage to a Defending Pokémon this turn, that Pokémon is then Poisoned.",4.25,7.25,15.0,6.2,,1st Edition,,,,,,,,,
86503,Koga (106),Koga 106,https://tcgplayer-cdn.tcgplayer.com/product/86503_200w.jpg,3,1440,https://cpt.tcgcsv.com/5DJ,2022-11-19T16:06:38.587,1,106/132,Rare,Trainer,"If an attack from a Pokémon with Koga in its name does damage to a Defending Pokémon this turn, that Pokémon is then Poisoned.",1.99,2.9,5.85,2.91,,Unlimited,,,,,,,,,
86504,Koga's Arbok,Kogas Arbok,https://tcgplayer-cdn.tcgplayer.com/product/86504_200w.jpg,3,1440,https://cpt.tcgcsv.com/6DJ,2022-11-19T16:07:33.547,1,025/132,Rare,Grass,,10.31,12.18,13.71,11.42,,1st Edition,90,Stage 1,"[G] Poison Buildup
<br>Koga's Arbok is now Poisoned.","[GG] Poison Power (20)
<br>If Koga's Arbok is Poisoned, this attack's base damage is 40 instead of 20 and the Defending Pokémon is now Poisoned.",P,2,,,
86504,Koga's Arbok,Kogas Arbok,https://tcgplayer-cdn.tcgplayer.com/product/86504_200w.jpg,3,1440,https://cpt.tcgcsv.com/6DJ,2022-11-19T16:07:33.547,1,025/132,Rare,Grass,,5.99,7.93,19.99,7.85,6.22,Unlimited,90,Stage 1,"[G] Poison Buildup
<br>Koga's Arbok is now Poisoned.","[GG] Poison Power (20)
<br>If Koga's Arbok is Poisoned, this attack's base damage is 40 instead of 20 and the Defending Pokémon is now Poisoned.",P,2,,,
86505,Koga's Beedrill,Kogas Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/86505_200w.jpg,3,1440,https://cpt.tcgcsv.com/7DJ,2024-03-30T19:22:32.23,1,009/132,Holo Rare,Grass,,79.99,95.0,129.99,83.33,,1st Edition Holofoil,80,Stage 2,"[GG] Nerve Poison (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.","[3] Hyper Needle (70)
<br>Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Koga's Beedrill stays in play <em>(even putting Koga's Beedrill on the Bench won't let you use it again)</em>.",R,,F-30,,
86505,Koga's Beedrill,Kogas Beedrill,https://tcgplayer-cdn.tcgplayer.com/product/86505_200w.jpg,3,1440,https://cpt.tcgcsv.com/7DJ,2024-03-30T19:22:32.23,1,009/132,Holo Rare,Grass,,17.0,23.3,38.95,23.45,15.99,Unlimited Holofoil,80,Stage 2,"[GG] Nerve Poison (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.","[3] Hyper Needle (70)
<br>Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Koga's Beedrill stays in play <em>(even putting Koga's Beedrill on the Bench won't let you use it again)</em>.",R,,F-30,,
86506,Koga's Ditto,Kogas Ditto,https://tcgplayer-cdn.tcgplayer.com/product/86506_200w.jpg,3,1440,https://cpt.tcgcsv.com/8DJ,2023-11-21T17:21:11.933,1,010/132,Holo Rare,Colorless,,98.14,98.99,99.83,98.14,,1st Edition Holofoil,40,Basic,"[1] Giant Growth
<br>Flip a coin. If heads, Koga's Ditto's maximum HP is now 80 and Koga's Ditto's Pound attack's base damage is 30 instead of 10. <em>(Benching Koga's Ditto ends this effect.)</em>",[1] Pound (10),F,1,P-30,,
86506,Koga's Ditto,Kogas Ditto,https://tcgplayer-cdn.tcgplayer.com/product/86506_200w.jpg,3,1440,https://cpt.tcgcsv.com/8DJ,2023-11-21T17:21:11.933,1,010/132,Holo Rare,Colorless,,35.99,66.88,500.0,39.92,,Unlimited Holofoil,40,Basic,"[1] Giant Growth
<br>Flip a coin. If heads, Koga's Ditto's maximum HP is now 80 and Koga's Ditto's Pound attack's base damage is 30 instead of 10. <em>(Benching Koga's Ditto ends this effect.)</em>",[1] Pound (10),F,1,P-30,,
86507,Koga's Ekans,Kogas Ekans,https://tcgplayer-cdn.tcgplayer.com/product/86507_200w.jpg,3,1440,https://cpt.tcgcsv.com/9DJ,2022-11-19T16:09:52.437,1,077/132,Common,Grass,,0.95,1.51,4.99,1.51,,1st Edition,50,Basic,"[G] Fast-Acting Poison (10)
<br>Flip 2 coins. If both are heads, the Defending Pokémon is now Confused and Poisoned.",,P,1,,,
86507,Koga's Ekans,Kogas Ekans,https://tcgplayer-cdn.tcgplayer.com/product/86507_200w.jpg,3,1440,https://cpt.tcgcsv.com/9DJ,2022-11-19T16:09:52.437,1,077/132,Common,Grass,,0.3,0.52,501.5,0.52,,Unlimited,50,Basic,"[G] Fast-Acting Poison (10)
<br>Flip 2 coins. If both are heads, the Defending Pokémon is now Confused and Poisoned.",,P,1,,,
86508,Koga's Golbat,Kogas Golbat,https://tcgplayer-cdn.tcgplayer.com/product/86508_200w.jpg,3,1440,https://cpt.tcgcsv.com/bDJ,2023-08-01T10:04:45.15,1,046/132,Uncommon,Grass,,2.49,3.6,17.89,3.93,,1st Edition,60,Stage 1,[2] Bite (20),"[GGG] Sonic Scream (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",P,1,F-30,,
86508,Koga's Golbat,Kogas Golbat,https://tcgplayer-cdn.tcgplayer.com/product/86508_200w.jpg,3,1440,https://cpt.tcgcsv.com/bDJ,2023-08-01T10:04:45.15,1,046/132,Uncommon,Grass,,0.9,1.93,3.74,2.04,,Unlimited,60,Stage 1,[2] Bite (20),"[GGG] Sonic Scream (30)
<br>Flip a coin. If heads, the Defending Pokémon is now Confused.",P,1,F-30,,
86509,Koga's Grimer,Kogas Grimer,https://tcgplayer-cdn.tcgplayer.com/product/86509_200w.jpg,3,1440,https://cpt.tcgcsv.com/cDJ,2023-07-05T21:05:40.703,1,078/132,Common,Grass,,0.82,2.0,6.32,2.0,,1st Edition,50,Basic,"[G] Sludge Grip
<br>If your opponent has any Benched Pokémon, flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon. The new Defending Pokémon is now Poisoned.",[1G] Sludge Toss (20),P,1,,,
86509,Koga's Grimer,Kogas Grimer,https://tcgplayer-cdn.tcgplayer.com/product/86509_200w.jpg,3,1440,https://cpt.tcgcsv.com/cDJ,2023-07-05T21:05:40.703,1,078/132,Common,Grass,,0.4,0.74,4.99,0.79,,Unlimited,50,Basic,"[G] Sludge Grip
<br>If your opponent has any Benched Pokémon, flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon. The new Defending Pokémon is now Poisoned.",[1G] Sludge Toss (20),P,1,,,
86510,Koga's Kakuna,Kogas Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86510_200w.jpg,3,1440,https://cpt.tcgcsv.com/dDJ,2022-12-22T20:56:10.873,1,047/132,Uncommon,Grass,"<strong>Pokémon Power: Emerge</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for an Evolution card named Koga's Beedrill and put it on Koga's Kakuna. (This counts as evolving Koga's Kakuna.) Shuffle your deck afterward. This power can't be used if Koga's Kakuna is Asleep, Confused, or Paralyzed.",2.89,3.98,8.75,3.45,,1st Edition,60,Stage 1,"[G] Toxic Secretion
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned. It takes 20 Poison damage instead of 10 after each player's turn <em>(even if it was already Poisoned).</em>",,R,2,,,
86510,Koga's Kakuna,Kogas Kakuna,https://tcgplayer-cdn.tcgplayer.com/product/86510_200w.jpg,3,1440,https://cpt.tcgcsv.com/dDJ,2022-12-22T20:56:10.873,1,047/132,Uncommon,Grass,"<strong>Pokémon Power: Emerge</strong> Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for an Evolution card named Koga's Beedrill and put it on Koga's Kakuna. (This counts as evolving Koga's Kakuna.) Shuffle your deck afterward. This power can't be used if Koga's Kakuna is Asleep, Confused, or Paralyzed.",0.7,1.52,4.97,1.46,,Unlimited,60,Stage 1,"[G] Toxic Secretion
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned. It takes 20 Poison damage instead of 10 after each player's turn <em>(even if it was already Poisoned).</em>",,R,2,,,
86511,Koga's Koffing (48),Kogas Koffing 48,https://tcgplayer-cdn.tcgplayer.com/product/86511_200w.jpg,3,1440,https://cpt.tcgcsv.com/fDJ,2022-11-19T16:17:34,1,048/132,Uncommon,Grass,,1.5,3.76,8.24,2.96,,1st Edition,50,Basic,"[G] Smokescreen (10)
<br>If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.","[1G] Obscuring Gas (30)
<br>Flip a coin. If heads, shuffle Koga's Koffing and all cards attached to it into your deck <em>(after doing damage)</em>.",P,1,,,
86511,Koga's Koffing (48),Kogas Koffing 48,https://tcgplayer-cdn.tcgplayer.com/product/86511_200w.jpg,3,1440,https://cpt.tcgcsv.com/fDJ,2022-11-19T16:17:34,1,048/132,Uncommon,Grass,,0.83,1.05,501.5,1.16,,Unlimited,50,Basic,"[G] Smokescreen (10)
<br>If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.","[1G] Obscuring Gas (30)
<br>Flip a coin. If heads, shuffle Koga's Koffing and all cards attached to it into your deck <em>(after doing damage)</em>.",P,1,,,
86512,Koga's Koffing (79),Kogas Koffing 79,https://tcgplayer-cdn.tcgplayer.com/product/86512_200w.jpg,3,1440,https://cpt.tcgcsv.com/gDJ,2023-07-22T16:52:36.867,1,079/132,Common,Grass,,0.94,1.81,4.99,1.79,,1st Edition,40,Basic,"[G] Smelly Gas (10)
<br>Flip a coin. If heads, this attack does 10 damage to each Benched Pokémon <em>(including your own)</em>. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,P,1,,,
86512,Koga's Koffing (79),Kogas Koffing 79,https://tcgplayer-cdn.tcgplayer.com/product/86512_200w.jpg,3,1440,https://cpt.tcgcsv.com/gDJ,2023-07-22T16:52:36.867,1,079/132,Common,Grass,,0.3,0.6,3.99,0.59,,Unlimited,40,Basic,"[G] Smelly Gas (10)
<br>Flip a coin. If heads, this attack does 10 damage to each Benched Pokémon <em>(including your own)</em>. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",,P,1,,,
86513,Koga's Muk,Kogas Muk,https://tcgplayer-cdn.tcgplayer.com/product/86513_200w.jpg,3,1440,https://cpt.tcgcsv.com/hDJ,2025-01-18T01:22:50.12,1,026/132,Rare,Grass,"<strong>Pokémon Power: Energy Drain</strong> If an opponent's attack does damage to Koga's Muk (even if Koga's Muk is Knocked Out), flip a coin. If heads and if it has any, choose 1 Energy attached to the attacking Pokémon and discard it. This power can't be used if Koga's Muk is already Asleep, Confused, or Paralyzed when your opponent attacks.",9.0,23.99,33.0,11.11,,1st Edition,80,Stage 1,[1GG] Sludge Whirlpool (40),,P,3,,,
86513,Koga's Muk,Kogas Muk,https://tcgplayer-cdn.tcgplayer.com/product/86513_200w.jpg,3,1440,https://cpt.tcgcsv.com/hDJ,2025-01-18T01:22:50.12,1,026/132,Rare,Grass,"<strong>Pokémon Power: Energy Drain</strong> If an opponent's attack does damage to Koga's Muk (even if Koga's Muk is Knocked Out), flip a coin. If heads and if it has any, choose 1 Energy attached to the attacking Pokémon and discard it. This power can't be used if Koga's Muk is already Asleep, Confused, or Paralyzed when your opponent attacks.",3.99,6.0,9.04,7.03,3.99,Unlimited,80,Stage 1,[1GG] Sludge Whirlpool (40),,P,3,,,
86514,Koga's Ninja Trick,Kogas Ninja Trick,https://tcgplayer-cdn.tcgplayer.com/product/86514_200w.jpg,3,1440,https://cpt.tcgcsv.com/jDJ,2022-11-19T16:21:27.237,1,115/132,Uncommon,Trainer,"Attach Koga's Ninja Trick to your Active Pokémon with Koga in its name. If this Pokémon goes to your Bench, discard this card. When your opponent attacks, you may switch this Pokémon with 1 of your Benched Pokémon <em>(before damage or other effects of attacks)</em>.",2.52,3.5,19.99,3.06,,1st Edition,,,,,,,,,
86514,Koga's Ninja Trick,Kogas Ninja Trick,https://tcgplayer-cdn.tcgplayer.com/product/86514_200w.jpg,3,1440,https://cpt.tcgcsv.com/jDJ,2022-11-19T16:21:27.237,1,115/132,Uncommon,Trainer,"Attach Koga's Ninja Trick to your Active Pokémon with Koga in its name. If this Pokémon goes to your Bench, discard this card. When your opponent attacks, you may switch this Pokémon with 1 of your Benched Pokémon <em>(before damage or other effects of attacks)</em>.",0.8,1.36,10265.4,1.34,,Unlimited,,,,,,,,,
86515,Koga's Pidgeotto,Kogas Pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/86515_200w.jpg,3,1440,https://cpt.tcgcsv.com/kDJ,2023-07-17T19:18:07.127,1,027/132,Rare,Colorless,,11.0,14.9,17.84,11.11,,1st Edition,60,Stage 1,"[3] Quick Turn (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.","[4] Aerial Maneuvers (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 30 more damage, and, during your opponent's next turn, prevent all effects of attacks, including damage, done to Koga's Pidgeotto. If tails, this attack does 10 damage.",L,,F-30,,
86515,Koga's Pidgeotto,Kogas Pidgeotto,https://tcgplayer-cdn.tcgplayer.com/product/86515_200w.jpg,3,1440,https://cpt.tcgcsv.com/kDJ,2023-07-17T19:18:07.127,1,027/132,Rare,Colorless,,4.0,8.63,19.95,9.0,,Unlimited,60,Stage 1,"[3] Quick Turn (30x)
<br>Flip 2 coins. This attack does 30 damage times the number of heads.","[4] Aerial Maneuvers (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 30 more damage, and, during your opponent's next turn, prevent all effects of attacks, including damage, done to Koga's Pidgeotto. If tails, this attack does 10 damage.",L,,F-30,,
86516,Koga's Pidgey (49),Kogas Pidgey 49,https://tcgplayer-cdn.tcgplayer.com/product/86516_200w.jpg,3,1440,https://cpt.tcgcsv.com/lDJ,2022-11-19T16:26:04.163,1,049/132,Uncommon,Colorless,,2.39,3.99,5.01,4.17,,1st Edition,40,Basic,"[1] Messenger
<br>Put Koga's Pidgey and all cards attached to it on top of your deck. Then search your deck for any Basic Pokémon or Evolution card not named Koga's Pidgey. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.",[2] Wing Attack (20),L,1,F-30,,
86516,Koga's Pidgey (49),Kogas Pidgey 49,https://tcgplayer-cdn.tcgplayer.com/product/86516_200w.jpg,3,1440,https://cpt.tcgcsv.com/lDJ,2022-11-19T16:26:04.163,1,049/132,Uncommon,Colorless,,1.39,2.34,5.99,2.51,,Unlimited,40,Basic,"[1] Messenger
<br>Put Koga's Pidgey and all cards attached to it on top of your deck. Then search your deck for any Basic Pokémon or Evolution card not named Koga's Pidgey. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.",[2] Wing Attack (20),L,1,F-30,,
86517,Koga's Pidgey (80),Kogas Pidgey 80,https://tcgplayer-cdn.tcgplayer.com/product/86517_200w.jpg,3,1440,https://cpt.tcgcsv.com/mDJ,2024-07-26T19:20:47.88,1,080/132,Common,Colorless,,1.0,1.93,3.59,1.65,2.0,1st Edition,50,Basic,[1] Peck (10),"[3] Sand-attack (20)
<br>If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",L,1,F-30,,
86517,Koga's Pidgey (80),Kogas Pidgey 80,https://tcgplayer-cdn.tcgplayer.com/product/86517_200w.jpg,3,1440,https://cpt.tcgcsv.com/mDJ,2024-07-26T19:20:47.88,1,080/132,Common,Colorless,,0.39,0.7,3.23,0.64,0.77,Unlimited,50,Basic,[1] Peck (10),"[3] Sand-attack (20)
<br>If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",L,1,F-30,,
86518,Koga's Tangela,Kogas Tangela,https://tcgplayer-cdn.tcgplayer.com/product/86518_200w.jpg,3,1440,https://cpt.tcgcsv.com/nDJ,2024-07-26T19:20:47.927,1,081/132,Common,Grass,,1.11,1.8,19.99,1.99,19.99,1st Edition,50,Basic,"[G] Sleep Powder (10)
<br>The Defending Pokémon is now Asleep.","[1G] Grasping Vine
<br>Flip a coin. If heads, draw 2 cards.",R,2,,,
86518,Koga's Tangela,Kogas Tangela,https://tcgplayer-cdn.tcgplayer.com/product/86518_200w.jpg,3,1440,https://cpt.tcgcsv.com/nDJ,2024-07-26T19:20:47.927,1,081/132,Common,Grass,,0.4,0.87,501.5,0.93,2.1,Unlimited,50,Basic,"[G] Sleep Powder (10)
<br>The Defending Pokémon is now Asleep.","[1G] Grasping Vine
<br>Flip a coin. If heads, draw 2 cards.",R,2,,,
86519,Koga's Weedle,Kogas Weedle,https://tcgplayer-cdn.tcgplayer.com/product/86519_200w.jpg,3,1440,https://cpt.tcgcsv.com/pDJ,2023-09-25T20:50:26.98,1,082/132,Common,Grass,,1.1,1.8,2.99,1.86,1.56,1st Edition,40,Basic,[1] Sting (10),"[1G] Sharp Stinger (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned; if tails, the Defending Pokémon is now Paralyzed.",R,1,,,
86519,Koga's Weedle,Kogas Weedle,https://tcgplayer-cdn.tcgplayer.com/product/86519_200w.jpg,3,1440,https://cpt.tcgcsv.com/pDJ,2023-09-25T20:50:26.98,1,082/132,Common,Grass,,0.4,0.79,2.97,0.8,,Unlimited,40,Basic,[1] Sting (10),"[1G] Sharp Stinger (10)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned; if tails, the Defending Pokémon is now Paralyzed.",R,1,,,
86520,Koga's Weezing,Kogas Weezing,https://tcgplayer-cdn.tcgplayer.com/product/86520_200w.jpg,3,1440,https://cpt.tcgcsv.com/qDJ,2023-07-17T08:28:37.267,1,050/132,Uncommon,Grass,,2.6,3.39,5.43,3.62,,1st Edition,70,Stage 1,"[GG] Spontaneous Explosion (10+)
<br>Flip a coin. If heads, this attack does 10 damage plus 30 more damage and Koga's Weezing does 30 damage to itself; if tails, this attack does 10 damage.","[1GG] Toxic Cloud (20)
<br>Flip a coin. If heads, the Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn <em>(even if it was already Poisoned)</em>.",P,2,,,
