productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extAttribute,extCardType,extAttack,extDefense,extDescription,extMonsterType
96115,Altitude Knight,Altitude Knight,https://tcgplayer-cdn.tcgplayer.com/product/96115_200w.jpg,2,1513,https://cpt.tcgcsv.com/ksN,2015-10-08T18:05:21.79,1,0.05,0.25,1.35,0.11,,Unlimited,THSF-EN046,Super Rare,WIND,Effect Monster,1400,1200,"Once per turn, when another monster on the field returns to the hand or Main Deck: Send 1 WIND monster from your Deck to the Graveyard.",Warrior
96115,Altitude Knight,Altitude Knight,https://tcgplayer-cdn.tcgplayer.com/product/96115_200w.jpg,2,1513,https://cpt.tcgcsv.com/ksN,2015-10-08T18:05:21.79,1,0.02,0.25,1.49,0.13,,1st Edition,THSF-EN046,Super Rare,WIND,Effect Monster,1400,1200,"Once per turn, when another monster on the field returns to the hand or Main Deck: Send 1 WIND monster from your Deck to the Graveyard.",Warrior
96116,Abyss Dweller,Abyss Dweller,https://tcgplayer-cdn.tcgplayer.com/product/96116_200w.jpg,2,1513,https://cpt.tcgcsv.com/lsN,2015-10-08T18:04:03.707,1,0.1,0.56,5.99,0.23,0.66,Unlimited,THSF-EN047,Super Rare,WATER,Xyz/Effect Monster,1700,1400,"2 Level 4 monsters
<br>While this card has an Xyz Material attached that was originally WATER, all WATER monsters you control gain 500 ATK. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card; any card effects that activate in your opponent's Graveyard cannot be activated this turn.",Sea Serpent
96116,Abyss Dweller,Abyss Dweller,https://tcgplayer-cdn.tcgplayer.com/product/96116_200w.jpg,2,1513,https://cpt.tcgcsv.com/lsN,2015-10-08T18:04:03.707,1,0.1,0.4,4.0,0.22,,1st Edition,THSF-EN047,Super Rare,WATER,Xyz/Effect Monster,1700,1400,"2 Level 4 monsters
<br>While this card has an Xyz Material attached that was originally WATER, all WATER monsters you control gain 500 ATK. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card; any card effects that activate in your opponent's Graveyard cannot be activated this turn.",Sea Serpent
96117,Soul Release,Soul Release,https://tcgplayer-cdn.tcgplayer.com/product/96117_200w.jpg,2,1513,https://cpt.tcgcsv.com/msN,2021-07-09T12:36:06.433,1,0.5,1.2,9.99,1.12,,Unlimited,THSF-EN048,Super Rare,SPELL,Normal Spell,,,Select up to 5 cards from the Graveyard(s); banish them.,
96117,Soul Release,Soul Release,https://tcgplayer-cdn.tcgplayer.com/product/96117_200w.jpg,2,1513,https://cpt.tcgcsv.com/msN,2021-07-09T12:36:06.433,1,0.6,2.38,18.25,1.97,12.99,1st Edition,THSF-EN048,Super Rare,SPELL,Normal Spell,,,Select up to 5 cards from the Graveyard(s); banish them.,
96118,Soul Absorption,Soul Absorption,https://tcgplayer-cdn.tcgplayer.com/product/96118_200w.jpg,2,1513,https://cpt.tcgcsv.com/nsN,2015-10-08T18:22:17.423,1,0.22,0.5,4.99,0.32,,Unlimited,THSF-EN049,Super Rare,SPELL,Normal Spell,,,"Each time a card(s) is removed from play, increase your Life Points by 500 points for each card removed from play.",
96118,Soul Absorption,Soul Absorption,https://tcgplayer-cdn.tcgplayer.com/product/96118_200w.jpg,2,1513,https://cpt.tcgcsv.com/nsN,2015-10-08T18:22:17.423,1,0.25,0.55,5.0,0.54,0.41,1st Edition,THSF-EN049,Super Rare,SPELL,Normal Spell,,,"Each time a card(s) is removed from play, increase your Life Points by 500 points for each card removed from play.",
96119,Ritual Weapon,Ritual Weapon,https://tcgplayer-cdn.tcgplayer.com/product/96119_200w.jpg,2,1513,https://cpt.tcgcsv.com/psN,2015-10-08T18:21:18.693,0,0.07,0.25,1.23,0.11,,Unlimited,THSF-EN050,Super Rare,SPELL,Normal Spell,,,Equip only to a Level 6 or lower Ritual Monster. The equipped monster gains 1500 ATK and DEF.,
96119,Ritual Weapon,Ritual Weapon,https://tcgplayer-cdn.tcgplayer.com/product/96119_200w.jpg,2,1513,https://cpt.tcgcsv.com/psN,2015-10-08T18:21:18.693,0,0.05,0.26,2.0,0.15,,1st Edition,THSF-EN050,Super Rare,SPELL,Normal Spell,,,Equip only to a Level 6 or lower Ritual Monster. The equipped monster gains 1500 ATK and DEF.,
96120,Burial from a Different Dimension,Burial from a Different Dimension,https://tcgplayer-cdn.tcgplayer.com/product/96120_200w.jpg,2,1513,https://cpt.tcgcsv.com/qsN,2015-10-08T18:06:29.017,1,1.2,1.82,4.43,1.5,,Unlimited,THSF-EN051,Super Rare,SPELL,Normal Spell,,,"Select up to 3 removed from play monsters, and return them to their owners' Graveyards.",
96120,Burial from a Different Dimension,Burial from a Different Dimension,https://tcgplayer-cdn.tcgplayer.com/product/96120_200w.jpg,2,1513,https://cpt.tcgcsv.com/qsN,2015-10-08T18:06:29.017,1,1.0,1.69,9.99,1.62,,1st Edition,THSF-EN051,Super Rare,SPELL,Normal Spell,,,"Select up to 3 removed from play monsters, and return them to their owners' Graveyards.",
96121,Advanced Ritual Art,Advanced Ritual Art,https://tcgplayer-cdn.tcgplayer.com/product/96121_200w.jpg,2,1513,https://cpt.tcgcsv.com/rsN,2015-10-08T18:04:24.84,1,0.15,0.5,4.0,0.35,0.99,Unlimited,THSF-EN052,Super Rare,SPELL,Normal Spell,,,This card can be used to Ritual Summon any 1 Ritual Monster in your hand. You must also send Normal Monsters from your Deck to the Graveyard whose total Levels equal the Level of that Ritual Monster.,
96121,Advanced Ritual Art,Advanced Ritual Art,https://tcgplayer-cdn.tcgplayer.com/product/96121_200w.jpg,2,1513,https://cpt.tcgcsv.com/rsN,2015-10-08T18:04:24.84,1,0.16,0.39,5.0,0.27,,1st Edition,THSF-EN052,Super Rare,SPELL,Normal Spell,,,This card can be used to Ritual Summon any 1 Ritual Monster in your hand. You must also send Normal Monsters from your Deck to the Graveyard whose total Levels equal the Level of that Ritual Monster.,
96122,Preparation of Rites,Preparation of Rites,https://tcgplayer-cdn.tcgplayer.com/product/96122_200w.jpg,2,1513,https://cpt.tcgcsv.com/ssN,2023-03-20T20:41:05.44,1,0.15,0.5,4.99,0.33,,Unlimited,THSF-EN053,Super Rare,SPELL,Normal Spell,,,Add to your hand 1 Level 7 or lower Ritual Monster Card from your Deck. Then you can add to your hand 1 Ritual Spell Card from your Graveyard.,
96122,Preparation of Rites,Preparation of Rites,https://tcgplayer-cdn.tcgplayer.com/product/96122_200w.jpg,2,1513,https://cpt.tcgcsv.com/ssN,2023-03-20T20:41:05.44,1,0.07,0.5,4.99,0.37,0.3,1st Edition,THSF-EN053,Super Rare,SPELL,Normal Spell,,,Add to your hand 1 Level 7 or lower Ritual Monster Card from your Deck. Then you can add to your hand 1 Ritual Spell Card from your Graveyard.,
96123,Ascending Soul,Ascending Soul,https://tcgplayer-cdn.tcgplayer.com/product/96123_200w.jpg,2,1513,https://cpt.tcgcsv.com/tsN,2015-10-08T18:06:14.32,1,0.09,0.25,1.49,0.12,,Unlimited,THSF-EN054,Super Rare,SPELL,Normal Spell,,,"Once per turn, when a Ritual Monster is Ritual Summoned, you can select and add to your hand 1 monster in your Graveyard that was Tributed for the Ritual Summon.",
96123,Ascending Soul,Ascending Soul,https://tcgplayer-cdn.tcgplayer.com/product/96123_200w.jpg,2,1513,https://cpt.tcgcsv.com/tsN,2015-10-08T18:06:14.32,1,0.1,0.25,1.41,0.23,,1st Edition,THSF-EN054,Super Rare,SPELL,Normal Spell,,,"Once per turn, when a Ritual Monster is Ritual Summoned, you can select and add to your hand 1 monster in your Graveyard that was Tributed for the Ritual Summon.",
96124,Ritual Cage,Ritual Cage,https://tcgplayer-cdn.tcgplayer.com/product/96124_200w.jpg,2,1513,https://cpt.tcgcsv.com/vsN,2015-10-08T18:21:01.723,1,0.1,0.37,1.94,0.25,,Unlimited,THSF-EN055,Super Rare,SPELL,Normal Spell,,,"You take no Battle Damage from battles involving a face-up Ritual Monster you control. Also, face-up Ritual Monsters you control cannot be targeted or destroyed by the effects of Effect Monsters.",
96124,Ritual Cage,Ritual Cage,https://tcgplayer-cdn.tcgplayer.com/product/96124_200w.jpg,2,1513,https://cpt.tcgcsv.com/vsN,2015-10-08T18:21:01.723,1,0.1,0.3,1.45,0.26,,1st Edition,THSF-EN055,Super Rare,SPELL,Normal Spell,,,"You take no Battle Damage from battles involving a face-up Ritual Monster you control. Also, face-up Ritual Monsters you control cannot be targeted or destroyed by the effects of Effect Monsters.",
96125,Divine Wind of Mist Valley,Divine Wind of Mist Valley,https://tcgplayer-cdn.tcgplayer.com/product/96125_200w.jpg,2,1513,https://cpt.tcgcsv.com/wsN,2015-10-08T18:06:58.783,1,0.09,0.35,4.0,0.24,,Unlimited,THSF-EN056,Super Rare,SPELL,Normal Spell,,,"Once per turn, if a face-up WIND monster you control returns to the hand, you can Special Summon 1 Level 4 or lower WIND monster from your Deck.",
96125,Divine Wind of Mist Valley,Divine Wind of Mist Valley,https://tcgplayer-cdn.tcgplayer.com/product/96125_200w.jpg,2,1513,https://cpt.tcgcsv.com/wsN,2015-10-08T18:06:58.783,1,0.08,0.3,5.0,0.23,,1st Edition,THSF-EN056,Super Rare,SPELL,Normal Spell,,,"Once per turn, if a face-up WIND monster you control returns to the hand, you can Special Summon 1 Level 4 or lower WIND monster from your Deck.",
96126,Fire Formation - Tenki,Fire Formation Tenki,https://tcgplayer-cdn.tcgplayer.com/product/96126_200w.jpg,2,1513,https://cpt.tcgcsv.com/xsN,2015-10-08T18:11:50.243,1,0.17,0.5,3.43,0.39,,Unlimited,THSF-EN057,Super Rare,SPELL,Normal Spell,,,"When this card is activated: You can add 1 Level 4 or lower Beast-Warrior-Type monster from your Deck to your hand. All Beast-Warrior-Type monsters you control gain 100 ATK. You can only activate 1 ""Fire Formation - Tenki"" per turn.",
96126,Fire Formation - Tenki,Fire Formation Tenki,https://tcgplayer-cdn.tcgplayer.com/product/96126_200w.jpg,2,1513,https://cpt.tcgcsv.com/xsN,2015-10-08T18:11:50.243,1,0.1,0.55,3.33,0.41,,1st Edition,THSF-EN057,Super Rare,SPELL,Normal Spell,,,"When this card is activated: You can add 1 Level 4 or lower Beast-Warrior-Type monster from your Deck to your hand. All Beast-Warrior-Type monsters you control gain 100 ATK. You can only activate 1 ""Fire Formation - Tenki"" per turn.",
96127,Royal Decree,Royal Decree,https://tcgplayer-cdn.tcgplayer.com/product/96127_200w.jpg,2,1513,https://cpt.tcgcsv.com/zsN,2015-10-08T18:21:42.12,1,0.3,0.68,3.45,0.55,,Unlimited,THSF-EN058,Super Rare,TRAP,Normal Trap,,,Negate all other Trap Card effects on the field.,
96127,Royal Decree,Royal Decree,https://tcgplayer-cdn.tcgplayer.com/product/96127_200w.jpg,2,1513,https://cpt.tcgcsv.com/zsN,2015-10-08T18:21:42.12,1,0.33,0.85,5.0,0.8,,1st Edition,THSF-EN058,Super Rare,TRAP,Normal Trap,,,Negate all other Trap Card effects on the field.,
96128,Vanity's Emptiness,Vanitys Emptiness,https://tcgplayer-cdn.tcgplayer.com/product/96128_200w.jpg,2,1513,https://cpt.tcgcsv.com/BsN,2025-01-11T04:32:52.793,1,0.49,3.29,15.0,0.8,0.56,Unlimited,THSF-EN059,Super Rare,TRAP,Normal Trap,,,Neither player can Special Summon monsters. When a card is sent from the Deck or the field to your Graveyard: Destroy this card.,
96128,Vanity's Emptiness,Vanitys Emptiness,https://tcgplayer-cdn.tcgplayer.com/product/96128_200w.jpg,2,1513,https://cpt.tcgcsv.com/BsN,2025-01-11T04:32:52.793,1,0.25,2.23,19.99,0.76,0.97,1st Edition,THSF-EN059,Super Rare,TRAP,Normal Trap,,,Neither player can Special Summon monsters. When a card is sent from the Deck or the field to your Graveyard: Destroy this card.,
96129,Aquamirror Cycle,Aquamirror Cycle,https://tcgplayer-cdn.tcgplayer.com/product/96129_200w.jpg,2,1513,https://cpt.tcgcsv.com/CsN,2015-10-08T18:05:38.96,1,0.05,0.25,1.41,0.1,,Unlimited,THSF-EN060,Super Rare,TRAP,Normal Trap,,,"Target 1 face-up WATER monster you control and 2 WATER monsters in your Graveyard; shuffle the first target into the Deck, and if you do, add the second targets to your hand.",
96129,Aquamirror Cycle,Aquamirror Cycle,https://tcgplayer-cdn.tcgplayer.com/product/96129_200w.jpg,2,1513,https://cpt.tcgcsv.com/CsN,2015-10-08T18:05:38.96,1,0.01,0.25,1.49,0.15,,1st Edition,THSF-EN060,Super Rare,TRAP,Normal Trap,,,"Target 1 face-up WATER monster you control and 2 WATER monsters in your Graveyard; shuffle the first target into the Deck, and if you do, add the second targets to your hand.",
